id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
29076930,4203,بازی سرنوشت,964925370X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494222958l/29076930._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494222958l/29076930._SY75_.jpg,1999,,,per,تهران، مرجان کلک، 1378,false,9535,30,3270,4289,1028,109,5:416|4:414|3:163|2:29|1:6|total:1028,1909,,,4.17,1,1,"['4203', '14981008']","['Sigrid Undset', 'مریم حسن زاده']","['4.17', '4.00']",[],[],[],"Gunnar's Daughter, Sigrid Undset<br />عنوان: بازی سرنوشت؛ نویسنده: سیگری اونست؛ مترجم: مریم حسن زاده؛ تهران، مرجان کلک، 1378، در 239 ص؛ شابک: ایکس - 964925370؛ موضوع: داستانهای نویسندگان نروژی قرن 20 م"
29076925,4203,بازی سرنوشت,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,per,,false,9535,30,3270,4289,1028,109,5:416|4:414|3:163|2:29|1:6|total:1028,1909,,,4.17,0,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],"Gunnar's Daughter, Sigrid Undset<br />عنوان: بازی سرنوشت؛ نویسنده: سیگری اونست؛ مترجم: مریم حسن زاده؛ تهران، مرجان کلک، 1378، در 239 ص؛ شابک: ایکس - 964925370؛ موضوع: داستانهای نویسندگان نروژی قرن 20 م"
