id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
2395705,7728,قهرمان دوران,,9789640015162,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577973394l/2395705._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577973394l/2395705._SY75_.jpg,2012,,,per,امیر کبیر,false,166902,410,78567,188644,45924,1442,5:19949|4:14775|3:8221|2:2157|1:822|total:45924,1840,,,4.11,31,12,['15538'],['Mikhail Lermontov'],['4.12'],['388776'],['کریم کشاورز'],['3.71'],پچورین، شخصیت قهرمان دوران، فردی است غیر عادی و قهرمانی غیر طبیعی. کارهایی که از او سر می‌زند همه به نحوی عجیب و توجیه‌ناپذیرند.<br />او همچون قارچی برابرمان ظاهر‌می‌شود. مردی است بی‌هویت و بی‌آرمان که فقط زندگی می‌کند و به هیچ‌چیزی به صورت حقیقی آن عشق نمی‌ورزد...<br />او می‌گوید «آیا بدی هم می‌تواند این‌قدر زیبا و دوست داشتنی باشد؟» چرا او بر بدی صحه می‌گذارد و آن‌ را ارج می‌نهد. به آن دلیل که می‌بیند همین ویژگی بدی است که زنان را به او جلب می‌کند و برده‌وار به مشتاقی و تسلیمشان وامی‌دارد.
2339511,7728,قهرمان عصر ما,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509331520l/2339511._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509331520l/2339511._SY75_.jpg,1957,,,per,بنگاه ترجمه و نشر کتاب,false,166902,410,78567,188644,45924,1442,5:19949|4:14775|3:8221|2:2157|1:822|total:45924,1840,,,4.11,24,5,['15538'],['Mikhail Lermontov'],['4.12'],['1199862'],['مهری آهی'],['4.27'],"In its adventurous happenings, its abductions, duels, and sexual intrigues, <i>A Hero of Our Time</i> looks backward to the tales of Sir Walter Scott and Lord Byron, so beloved by Russian society in the 1820s and '30s. In the character of its protagonist, Pechorin, the archetypal Russian antihero, Lermontov's novel looks forward to the subsequent glories of a Russian literature that it helped, in great measure, to make possible."
22699065,7728,انتقام شوهر,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515120650l/22699065._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515120650l/22699065._SY75_.jpg,,,,per,مجله ماه نو,false,2266654,369,36548,71169,18256,1143,5:5594|4:6951|3:4292|2:1100|1:319|total:18256,1889,,,3.90,11,2,['128382'],['Leo Tolstoy'],['4.06'],['6912397'],['محمدعلی شیرازی'],['3.41'],
20933922,7728,دفتر یادداشت طلایی,9641740830,9789641740834,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393774967l/20933922._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393774967l/20933922._SY75_.jpg,2008,,,per,دُر دانش بهمن,false,99441,117,67526,70421,18745,1611,5:5769|4:6138|3:4200|2:1786|1:852|total:18745,1962,,,3.76,4,1,['7728'],['Doris Lessing'],['3.65'],['3293091'],['اصغر اندرودی'],['3.68'],"The golden notebook, c2007<br />عنوان: «دفتر یادداشت طلایی»؛ اثر: «دوریس لسینگ»؛ برگردان: «اصغر اندرودی»؛ نشر: «کرج، در دانش بهمن، ‫۱۳۸۷ در 	۵۸۶ ص.، شابک	:‏ 9789641740834؛ موضوع: داستان‌های انگلیسی -- قرن ۲۰م"
20933937,7728,دفتر یادداشت طلایی,6006110008,9786006110004,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,,,per,تهران، ناژ,false,99441,117,67526,70421,18745,1611,5:5769|4:6138|3:4200|2:1786|1:852|total:18745,1962,,,3.76,0,0,"['7728', '7900965']","['Doris Lessing', 'حسن بیرجندی']","['3.65', '0.0']",[],[],[],"‏‭The golden notebook, 2007<br />عنوان: «دفتر یادداشت طلایی»؛ اثر: «دوریس لسینگ»؛ برگردان: «حسن بیرجندی»؛ نشر: تهران، ناژ، ‏‫‏۱۳۸۹، در ‏‫‏۵۸۴ ص.، شابک: 9786006110004»؛"
6218936,7728,فرزند پنجم,9643805018,9789643805012,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,11,9,per,نشر ثالث,false,3366225,97,26579,51019,14329,1471,5:2647|4:5196|3:4522|2:1470|1:494|total:14329,1988,,,3.56,293,39,['7728'],['Doris Lessing'],['3.65'],['18128397'],['مهدی غبرایی'],['3.91'],کتاب، قصه زوجی را تعریف می‌کند که معنای خوشبختی را در تشکیل زندگی، بچه‌دار شدن، مهمانی گرفتن و خلاصه سرگرم بودن می‌دانند. همه چیز همان‌طور که می‌خواهند در زندگی‌شان پیش می‌رود تا اینکه پنجمین فرزند خانواده که به هیچ وجه نرمال نیست، به دنیا می‌آید. تولد این فرزند زندگی آن‌ها را از مسیر اصلی خارج می‌کند. این کتاب در سال ۲۰۰۷ برنده جایزه نوبل ادبیات شده است.
16270392,7728,فرزند پنجم,6005218026,9786005218022,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354797489l/16270392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354797489l/16270392._SX50_.jpg,2009,,,per,انتشارات افراز,false,3366225,97,26579,51019,14329,1471,5:2647|4:5196|3:4522|2:1470|1:494|total:14329,1988,,,3.56,13,5,['7728'],['Doris Lessing'],['3.65'],['6637976'],['کیهان بهمنی'],['3.48'],<b>فرزند پنجم</b> را می‌توان در زمره‌ی موفق‌ترین آثار سری کتاب‌های این نویسنده با درون‌مایه‌ی علمی تخیلی دانست تا حدی که او پس از ۱۲ سال، ادامه‌ی این داستان را در رمان دیگری تحت عنوان «دنیای بن» منتشر کرد.<br /><br />خلاصه‌ی داستان این رمان بدین شرح است:<br /><br />زندگی «دیوید» و «هریت لُوات» زمزمه‌ی شکوهمند زیبایی ارزش‌های پاک و دل‌انگیز زندگی به دور از هیاهوی شهر است. اما آن گاه که فرزند پنجم آن‌ها به دنیا می‌آید، سایه‌ی ترسناک و پلیدی بر زندگی آرام و خوش آن‌ها می‌افتد. «بن» غول پیکر با چهره‌ای کریه و زشت، با قدرتی مهار‌نشدنی، مملو از نفرتی خشک ...
3971690,7728,علف‌ها آواز می‌خوانند,,9789646070523,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475753310l/3971690._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475753310l/3971690._SY75_.jpg,2008,,,per,آشیانه کتاب,false,1401383,84,23746,39539,10337,955,5:2614|4:4344|3:2520|2:674|1:185|total:10337,1950,,,3.82,6,0,['7728'],['Doris Lessing'],['3.65'],['15939269'],['زهرا کریمی'],['3.25'],"Set in South Africa under white rule, Doris Lessing's first novel is both a riveting chronicle of human disintegration and a beautifully understated social critique. Mary Turner is a self-confident, independent young woman who becomes the depressed, frustrated wife of an ineffectual, unsuccessful farmer. Little by little the ennui of years on the farm work their slow poison, and Mary's despair progresses until the fateful arrival of an enigmatic and virile black servant, Moses. Locked in anguish, Mary and Moses - master and slave - are trapped in a web of mounting attraction and repulsion. Their psychic tension explodes in an electrifying scene that ends this disturbing tale of racial strife in colonial South Africa.<br /><br /><i>The Grass Is Singing</i> blends Lessing's imaginative vision with her own vividly remembered early childhood to recreate the quiet horror of a woman's struggle against a ruthless fate.<br /><br />Author Biography:<br />Doris Lessing was born to British parents in Persia in 1919 and moved with her family to Southern Rhodesia when she was five years old. She went to England in 1949 and has lived there ever since. She is the author of more than thirty books - novels, short stories, reportage, poems, and plays - and is considered among the most important writers of the postwar era. Her most recent works include two volumes of autobiography, <i>Under My Skin</i> and <i>Walking in the Shade,</i> and a novel, <i>Mara and Dann</i>."
1922355,7728,تخم مرغ‌های شوم,9645881439,9789645881434,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468954620l/1922355._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468954620l/1922355._SX50_.jpg,2004,5,2,per,انتشارات مروارید,false,46365,83,11971,26834,7088,309,5:1762|4:2671|3:2104|2:477|1:74|total:7088,1923,,,3.79,51,4,['3873'],['Mikhail Bulgakov'],['4.23'],['7189283'],['پونه معتمد'],['3.29'],
12664808,7728,تخم مرغهای کشنده,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560582560l/12664808._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560582560l/12664808._SX50_.jpg,2016,,,per,سبزوار: انتشارات یوبان‏‫، 1395,false,46365,83,11971,26834,7088,309,5:1762|4:2671|3:2104|2:477|1:74|total:7088,1923,,,3.79,13,3,"['3873', '16456008']","['Mikhail Bulgakov', 'میترا فراهانی']","['4.23', '3.05']",[],[],[],«تخم‌مرغ‌های کشنده» نوشته‌ی میخائیل بولگاکف (۱۹۴۰-۱۸۹۱) رمان‌نویس و نمایشنامه‌نویس روسی-اوکراینی است. بولگاکف با رمان «مرشد و مارگاریتا» شهرتی جهانی یافت.
34311817,7728,تخم‌مرغ‌های کشنده,,9786008349129,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487143540l/34311817._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487143540l/34311817._SX50_.jpg,2016,,,per,یوبان,false,46365,83,11971,26834,7088,309,5:1762|4:2671|3:2104|2:477|1:74|total:7088,1923,,,3.79,8,2,['3873'],['Mikhail Bulgakov'],['4.23'],['16456008'],['میترا فراهانی'],['3.05'],پولایتس یک‌دفعه چند قدمی به عقب برگشت، رنگش مثل گچ سفید شده بود. شوکین در حالی که اسلحه‌اش را به دست گرفته بود، دهانش باز مانده و خشکش زده بود. سراسر گلخانه پر از جماعت زخم‌خورده‌ای از مارهای غول‌پیکر بود. کلافی از مارهای گره‌خورده بر زمین گلخانه می‌خزیدند، فیس‌فیس می‌کردند، می‌پیچیدند و سرهایشان را به این طرف و آن طرف می‌گرداندند. پوست تخم‌های شکسته شده و به زمین ریخته‌ی آن‌ها، زیر بار سنگین بدن‌هایشان قرچ‌قرچ می‌شکست؛
44151540,7728,قصر یخ,,9786229985878,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551263812l/44151540._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551263812l/44151540._SY75_.jpg,2019,2,,per,نشر جغد,false,1713959,73,13232,18285,4640,599,5:1540|4:1735|3:994|2:292|1:79|total:4640,1963,,,3.94,0,0,['79875'],['Tarjei Vesaas'],['3.98'],['13845657'],['قاسم صنعوی'],['3.76'],اگر آن سال را تا پایان زیسته بود به احتمال قوی آلکساندر سولژنیتسین را کنار می زد و سرنوشت جایزه نوبل ادبی آن سال را تغییر می داد. این نویسنده که پیش تر جایزه بزرگ شورای نوردیک را که نوبلی اختصاص یافته به نویسندگان اسکاندیناوی است دریافت داشته بود. به گفته الی پولونار استاد دانشکده ادبیات استراسبورگ و از متخصصان ادبیات نروژ، نمایشگر نقطه پیوند دو دوران ادبیات کشور خود به شمار می رود: یکی دوران رئالیسم و دیگری دوران گرایش به سبک پردازی که رمان نویسان جوان در جستجوی آن هستند.
12011429,7728,تروریست خوب,9641910213,9789641910213,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468260987l/12011429._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468260987l/12011429._SX50_.jpg,2008,,,per,انتشارات مروارید,false,2769827,56,7636,11851,3220,282,5:649|4:1300|3:935|2:265|1:71|total:3220,1985,,,3.68,13,3,['7728'],['Doris Lessing'],['3.65'],['7266665'],['الهه مرعشی'],['3.26'],تروریست خوب داستان کشمکش‌ها و بازی سرنوشت گروهی شبه‌نظامی چپ‌گراست که در کوچه‌پس‌کوچه‌های لندن سرگردان‌اند. دوریس لسینگ در این رمان با نکته‌سنجی و ظرافتی خاص به تحلیل زندگی انسان‌هایی می‌پردازد که به این مسیر پرمخاطره و هراس‌آور کشانده شده‌اند. لسینگ با داستانی مهیج و بی‌نظیر بار دیگر قدرتش را در خلق آثار شگفت‌انگیز به نمایش می‌گذارد.
44180405,7728,تروریست دوست داشتنی,,9789648673746,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551610366l/44180405._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551610366l/44180405._SX50_.jpg,2011,,,per,رادمهر‏,false,2769827,56,7636,11851,3220,282,5:649|4:1300|3:935|2:265|1:71|total:3220,1985,,,3.68,1,0,['7728'],['Doris Lessing'],['3.65'],['7084590'],['حبیب گوهری\u200cراد'],['3.58'],"تروریست دوست داشتنی حکایت زنی ست به نام ""آلیس"". آلیس، فارغ التحصیل اقتصاد و علوم سیاسی است که در احذاب و گروه های مختلف سیاسی به فعالیت می پردازد. در نهایت او آنقدر درگیر سیاست می شود که خانه اش را ترک می کند و به عضویت گروهی خشونت طلب و غیر قانونی در می آید، که تصمیم دارند به ارتش جمهوری خواه ایرلند بپیوندند اما در این میان اتفاقاتی می افتد که آلیس را با خود و نوع تربیتی که با آن خو گرفته است، در گیر می کند. در همین گیر و دار با چالش های غیر منتظره ای در مسیرشان رو به رو می شوند.<br /><br />دوریس می لسینگ در این اثر به خوبی توانسته شخصیت قوی و با اراده از زنی را نشان دهد که به تنهایی به همه چیز پشت می کند و حتی خانه اش را رها کرده و به دنبال اهداف و آرمان های خود می رود. شاید بتوان گفت نویسنده می خواهد خواننده را با نوعی تابو شکنی زنانه روبه رو کند"
42123421,7728,خاطرات یک بازمانده,,9786001761768,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538555601l/42123421._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538555601l/42123421._SY75_.jpg,2018,,,per,جامی,false,361279,51,6281,9514,2647,234,5:571|4:902|3:804|2:269|1:101|total:2647,1974,,,3.59,0,0,['7728'],['Doris Lessing'],['3.65'],"['17352091', '18484698']","['بهمن یغمایی', 'دنیا کلباسی انارکی']","['3.49', '0.0']","In a beleaguered city where rats and roving gangs terrorize the streets, where government has broken down and meaningless violence holds sway, a woman -- middle-aged and middle-class -- is brought a twelve-year-old girl and told that it is her responsibility to raise the child. This book, which the author has called ""an attempt at autobiography,"" is that woman's journal -- a glimpse of a future only slightly more horrendous than our present, and of the forces that alone can save us from total destruction."
8662999,7728,تابستان پیش از تاریکی,9641910493,9789641910497,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468260055l/8662999._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468260055l/8662999._SX50_.jpg,2010,,,per,انتشارات مروارید,false,2727517,50,4441,7243,2004,190,5:412|4:722|3:615|2:195|1:60|total:2004,1973,,,3.61,8,2,['7728'],['Doris Lessing'],['3.65'],['7266665'],['الهه مرعشی'],['3.26'],تابستان پیش از تاریکی، داستان سفری است به درون؛ حکایت زنی است با آشفتگی‌های روحی روانی که باید خود را پیدا کند. رمان حاضر روایتی ساده دارد، آمیخته به رویا و اسطوره.
18798819,7728,روباه,,9789647425308,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384265722l/18798819._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384265722l/18798819._SX50_.jpg,2003,,,per,نشر باغ نو,false,447590,143,4131,6730,1984,164,5:282|4:627|3:730|2:277|1:68|total:1984,1923,,,3.39,26,4,['17623'],['D.H. Lawrence'],['3.59'],['845869'],['کاوه میرعباسی'],['3.73'],هنری، با محبت، دستش را بر شانه‌ی زن گذاشت، که با گردن کج و فرو افتاده، گیج و مبهوت، ایستاده بود، و نرم و مهربان گفت: «می‌توانی. می‌توانی. بله، می‌توانی. چرا خیال می‌کنی نمی‌توانی؟ می‌توانی. می‌توانی.» و با ملایمتی حیرت‌انگیز به او خیره شد؛
18007872,7728,رهنمودهایی برای نزول در دوزخ,9642090228,9789642090228,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393073680l/18007872._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393073680l/18007872._SX50_.jpg,1387,,,per,نشر ماهی,false,2727527,41,4575,6592,1768,164,5:475|4:612|3:463|2:162|1:56|total:1768,1971,2,12,3.73,13,4,['7728'],['Doris Lessing'],['3.65'],['4403581'],['علی\u200cاصغر بهرامی'],['3.73'],"In this ambitious novel of madness and release, shortlisted for the Booker Prize, Doris Lessing imagines the fantastical ""inner-space"" life of an amnesiac.<br /><br />Charles Watkins, a Professor of Classics at Cambridge University, has suffered a breakdown, confined to a mental hospital as his friends and doctors attempt to bring him back to reality. But Watkins has embarked on a tremendous pyschological adventure that takes him from a spinning raft in the Atlantic to a ruined stone city on a tropical island to an outer-space journey through singing planets. As he travels in his mind through memory and the farther reaches of imagination, his doctors try to subdue him with ever more powerful drugs in a competition for his soul. In this provocative novel, Lessing takes us on a harrowing voyage into the rarely glimpsed territory of the inner mind."
