id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
8572628,8898,سروده ها - باب دیلن,9645983827,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493272448l/8572628._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493272448l/8572628._SX50_.jpg,1998,,,per,انتشارات سخن,false,16368,16,2089,5128,1117,41,5:790|4:227|3:80|2:10|1:10|total:1117,1998,,,4.59,15,2,"['8898', '1972315', '4116162']","['Bob Dylan', '(محمود مشرف آزاد تهرانی (م. آزاد', 'سعید توکلی پارسا']","['3.97', '3.61', '3.93']",[],[],[],"This collection contains Bob Dylan's lyrics, from his first album, <i>Bob Dylan,</i> to 2001's <i>""Love and Theft.""</i>"
