author_id,book_id
268329,15066344
268329,40162120
268329,7271444
268329,34063023
268329,30059244
268329,39434103
268329,40581514
268329,12452810
268329,38123917
268329,33942831
268329,21470411
268329,45208604
268329,45303700
268329,51837644
268329,35795018
268329,42785041
268329,45303703
268329,40581521
268329,5155328
268329,37369956
268329,45303702
268329,45303705
268329,45303711
268329,32958558
268329,50451199
268329,49506948
268329,37380916
268329,51605263
268329,22687569
268329,40450442
268329,44028387
268329,32524445
268329,50212891
268329,45303726
268329,42163433
268329,38046664
268329,1447206
268329,40476920
268329,40497222
268329,11871555
268329,43859810
268329,42294495
268329,16297355
268329,38729338
268329,37074593
268329,26673981
268329,42627413
268329,7667785
268329,32384794
268329,42169696
268329,36569330
268329,31454655
268329,41862358
268329,37014482
268329,34062478
268329,15049318
268329,17107606
268329,37075416
268329,40448390
268329,27166010
268329,44463945
268329,33998835
268329,33998836
268329,15049329
268329,30806717
268329,37024717
268329,37212591
268329,27480884
268329,34364761
268329,39527465
268329,35989109
268329,50184406
268329,37875162
268329,40466854
268329,44485528
268329,53296915
268329,34838849
268329,41987108
268329,32384886
268329,32416268
268329,40329159
268329,40065283
268329,44381313
268329,34021809
268329,37021104
648081,6639688
648081,1933742
648081,15784836
648081,3748014
648081,1350451
648081,18107996
648081,12908
648081,1342173
648081,12366760
648081,3172314
648081,6236008
648081,17077457
648081,3748040
648081,32938081
648081,18308418
648081,31200597
648081,8009221
648081,7990035
648081,3172293
648081,20805958
648081,8546915
648081,21839695
648081,22815913
648081,2039708
648081,6582804
648081,43884939
648081,14292050
648081,18469463
648081,14334338
648081,2321674
648081,2039709
648081,14308239
648081,7441637
648081,35121945
648081,27384617
648081,1350456
648081,17314631
648081,3172295
648081,36600131
648081,27088408
648081,3232554
648081,39678808
648081,22043846
648081,17971990
648081,21838316
648081,31025895
648081,31584300
648081,5488313
648081,20791907
648081,22537001
648081,16268328
648081,24976428
648081,14297247
648081,16893477
648081,26020816
648081,3274460
648081,35299385
648081,53342114
648081,10504506
648081,7766166
648081,30563217
648081,26276419
648081,20611410
648081,25112137
648081,49602218
648081,35122169
648081,17226216
648081,29904010
648081,17314669
648081,53451902
648081,48517080
648081,15853822
648081,8627231
648081,17314692
648081,17314663
648081,17314650
648081,36374592
648081,8436259
648081,17314699
648081,52779756
648081,17117125
648081,17314729
648081,17314709
648081,3562959
648081,3748031
648081,35352413
648081,7647421
648081,35420633
648081,35483904
648081,30436194
648081,52403857
648081,43465819
648081,17924771
648081,17924774
648081,43604517
648081,28067333
648081,28847270
648081,37978349
648081,17924778
648081,17924781
648081,41054733
648081,17924789
648081,38787946
648081,39437490
648081,2945437
648081,31725396
648081,43734509
648081,39633689
648081,4186294
648081,27694615
648081,17924798
648081,10215862
648081,27086400
648081,30667849
648081,27462431
648081,39532410
648081,30440618
648081,13059729
648081,42470900
648081,27532185
648081,41627925
648081,28905365
648081,27085641
648081,17924682
648081,36853140
648081,30717456
648081,30606130
648081,33236974
648081,50662075
648081,50728904
648081,28434163
648081,21460359
648081,31527934
648081,27628915
648081,23954720
648081,43320865
648081,36114894
648081,1350463
648081,39718637
648081,22098411
648081,43399276
648081,14334348
648081,1350480
648081,17924770
648081,42439992
648081,28725797
648081,30311794
648081,30311799
648081,30311790
648081,32328263
648081,53207792
648081,37973055
648081,36990449
648081,10671527
648081,32135766
648081,16240217
648081,30698172
648081,27021350
648081,17924750
648081,31838778
648081,30487281
648081,26296918
648081,17924740
648081,25722295
648081,30916965
648081,42165734
648081,760160
648081,24358314
648081,49880211
648081,28125382
648081,3748024
648081,27548096
648081,28888433
648081,17924732
648081,36734452
648081,42150235
648081,49128523
966415,7198071
966415,691685
966415,13017351
966415,17314758
966415,9392742
966415,26354955
966415,18535231
966415,32430981
966415,26678094
966415,16278269
966415,44484905
966415,44177180
966415,29530232
966415,28431842
966415,45878934
966415,53333060
966415,44685692
966415,45232440
966415,44377172
966415,35730614
966415,50085739
966415,44425011
966415,22530152
966415,45701060
966415,25340004
966415,41610284
966415,44002280
966415,22530171
966415,40584320
966415,52961637
966415,37450955
966415,29481610
966415,1314480
966415,45501921
966415,39765104
25619,538845
25619,168696
25619,1904724
25619,759212
25619,538860
25619,6306854
25619,3221683
25619,2413896
25619,13437577
25619,538859
25619,17256622
25619,13438169
25619,21704703
25619,21705891
25619,8166552
25619,21704704
25619,6225425
25619,6735096
25619,1904692
25619,1904749
25619,12936400
25619,877377
25619,1904772
25619,1345475
25619,11247842
25619,23546580
25619,6648524
25619,168691
25619,6559830
25619,11146287
25619,20800372
25619,26533622
25619,17906105
25619,1904956
25619,17841116
25619,325127
25619,17183224
25619,17681377
25619,31839613
25619,11507533
25619,9152309
25619,8108509
25619,19009397
25619,13411914
25619,1858970
25619,23355395
25619,22241369
25619,11361244
25619,9021208
25619,21318808
25619,28365076
25619,52911557
25619,18442122
25619,25473291
25619,538857
25619,23355422
25619,10636310
25619,10545392
25619,2735531
25619,31132033
25619,1345477
25619,35698368
25619,10250870
25619,538856
25619,19214842
25619,26341470
25619,31018030
25619,32484355
25619,18590482
25619,31078659
25619,37769937
25619,38218663
25619,53056660
25619,28111922
25619,30115309
25619,19511227
25619,36617353
25619,26599407
25619,38218684
25619,31187138
25619,31370905
25619,20738419
25619,38261320
25619,36059474
25619,34395846
25619,53292051
25619,41443788
25619,23245075
25619,21956744
25619,28356645
25619,36617364
25619,36228300
25619,44312738
25619,24568160
25619,1050691
25619,51749742
25619,53101780
25619,1904694
25619,51814486
25619,53101517
25619,25425914
25619,41584320
25619,30970704
25619,36617285
25619,43704581
25619,36617315
25619,36617325
25619,36617340
25619,53101751
25619,19489841
25619,10287427
25619,37757176
25619,29622909
25619,52379351
25619,29677081
25619,52651746
25619,8711669
25619,28570676
25619,35216763
25619,51568124
25619,36225986
25619,44000851
25619,52651662
25619,27592722
25619,52753015
25619,28356547
25619,41013362
25619,25221542
25619,53395368
25619,53020531
25619,43542539
25619,20895440
25619,24012049
25619,43661881
25619,53020574
25619,28628616
25619,53020591
25619,36071422
25619,53020661
25619,26992266
25619,34197384
25619,31652877
25619,23364727
25619,36153263
25619,53247220
25619,52811698
25619,44881179
25619,24940099
25619,40500991
25619,23811769
25619,27114839
25619,53377523
25619,46267336
25619,28931524
25619,35601887
25619,29100700
25619,53103128
25619,12201175
25619,28111921
25619,34731216
25619,26754744
25619,31106346
25619,41828337
25619,49044789
25619,43331587
25619,32452756
25619,53208585
25619,53228102
25619,49543214
25619,25192553
25619,53182016
25619,32704050
25619,18261076
25619,46201685
25619,36623572
25619,1904693
25619,17052886
25619,28570669
25619,39900956
25619,51257035
25619,45375766
25619,35964278
25619,53103188
25619,51805329
25619,53020418
25619,50404328
25619,41461646
25619,23900055
25619,53182019
25619,29937251
25619,3112960
25619,15444017
25619,41563791
25619,53020157
25619,46207637
570804,9718274
570804,8174402
570804,6617247
570804,16081908
570804,14288775
570804,17794844
570804,10513445
570804,21425974
570804,9733888
570804,16158663
570804,17655960
570804,6961557
570804,37493466
570804,11285050
570804,19475213
570804,18481921
570804,11934584
570804,12295303
570804,36527690
570804,9913083
570804,23573527
570804,12279769
570804,26540195
570804,23573580
570804,30277126
570804,25751638
570804,9859550
570804,40971631
570804,26731052
570804,34344402
570804,23573410
570804,41525910
570804,37714829
570804,42003983
570804,32009364
570804,10513452
570804,40429268
570804,6031781
570804,26440727
570804,49870490
570804,45407218
570804,41202212
570804,39840792
570804,38402886
570804,38945374
570804,37012628
570804,41756166
570804,38302003
570804,12224682
570804,31406243
570804,11870079
570804,41578325
570804,36958332
570804,22039867
570804,38834890
570804,17441010
570804,37422626
570804,27703674
570804,48730240
570804,27703679
570804,27703683
570804,27703686
570804,38948687
570804,38403504
570804,37608857
570804,37742997
570804,35471215
570804,37568656
570804,39438670
570804,39695945
570804,17438423
570804,34559547
570804,24240835
570804,21809011
570804,37978050
570804,44705905
570804,37599013
570804,43409673
570804,35728919
570804,34495592
570804,36981618
570804,31998702
570804,43311855
570804,35538456
570804,38178830
570804,35799304
570804,44706748
570804,42212092
570804,37995608
570804,11420279
570804,42053504
570804,41526680
570804,31914507
570804,41260102
570804,40440839
570804,21425972
570804,37014679
570804,40482200
570804,37454317
570804,23573493
570804,34471722
570804,39529926
570804,38579081
570804,41202097
570804,8418823
570804,35472086
570804,41418400
570804,23960695
570804,23573511
570804,23573516
570804,35536648
570804,38958985
570804,38168412
570804,32739041
570804,35471056
570804,37361188
570804,37034820
570804,32739046
570804,35947693
570804,39879192
570804,21426604
570804,35952449
570804,10518654
570804,23573544
570804,35085225
570804,23573548
570804,35799380
570804,1168355
570804,23573560
570804,35799389
570804,45516913
570804,19253833
570804,23573566
570804,41202160
570804,35471626
570804,28871661
570804,37172198
570804,34555986
570804,40090692
570804,23573583
570804,38278222
570804,39517501
570804,39114228
570804,26440464
570804,36865358
570804,37733772
570804,39360475
570804,38950425
570804,37370355
570804,23573598
570804,35136975
570804,37607223
6989,77270
6989,41684
6989,34053
6989,210834
6989,577542
6989,34057
6989,103086
6989,128518
6989,571197
6989,140285
6989,34058
6989,281758
6989,34055
6989,140286
6989,45057
6989,419285
6989,242104
6989,371333
6989,1284552
6989,242106
6989,10137919
6989,2572894
6989,1038274
6989,34051
6989,24874338
6989,6250479
6989,1496343
6989,25840803
6989,28191500
6989,13494754
6989,34056
6989,836269
6989,6519939
6989,5721667
6989,97400
6989,6389729
6989,705837
6989,1818276
6989,934503
6989,836270
6989,18825242
6989,10517545
6989,1818258
6989,2754208
6989,11033826
6989,1704093
6989,1360758
6989,388622
6989,1548208
6989,17191455
6989,514367
6989,176459
6989,1538424
6989,723209
6989,31201672
6989,796175
6989,1548238
6989,205688
6989,25289818
6989,617058
6989,34054
6989,6450053
6989,1593457
6989,97398
6989,12992182
6989,19328996
6989,2480219
6989,1818282
6989,25919376
6989,20658454
6989,24261189
6989,8260734
6989,3243798
6989,1132432
6989,8582512
6989,9866050
6989,3457006
6989,2890060
6989,11553568
6989,2568733
6989,7129558
6989,3170797
6989,1828396
6989,176465
6989,3243797
6989,11414103
6989,28751451
6989,29907627
6989,22849516
6989,835066
6989,6356299
6989,17411271
6989,13551135
6989,17318707
6989,2443402
6989,443932
6989,20592313
6989,3976165
6989,1360725
6989,1818269
6989,443915
6989,18387087
6989,1889235
6989,3170803
6989,802000
6989,1735487
6989,2127171
6989,1191219
6989,22007525
6989,16409559
6989,2510040
6989,11109148
6989,1818247
6989,33300845
6989,8542237
6989,25087762
6989,490113
6989,33026497
6989,3406605
6989,7662768
6989,10378760
6989,29752156
6989,233266
6989,6359573
6989,19095030
6989,6292853
6989,12981122
6989,6472475
6989,2523997
6989,2813207
6989,11482547
6989,490112
6989,17661586
6989,25553791
6989,109295
6989,48713745
6989,17311711
6989,5966440
6989,3167694
6989,4799544
6989,8215323
6989,10696
6989,6391819
6989,881888
6989,24410850
6989,3167715
6989,562924
6989,2880538
6989,18342449
6989,388682
6989,27582099
6989,6640159
6989,2958226
6989,18400537
6989,10046032
6989,19095007
6989,3243829
6989,26332688
6989,16165335
6989,16435769
6989,11237689
6989,3540181
6989,21134388
6989,44990
6989,6251762
6989,227400
6989,2923919
6989,32138770
6989,2349095
6989,21380154
6989,1472815
6989,18049026
6989,23978049
6989,1371100
6989,27582187
6989,19094989
6989,3695555
6989,7119192
6989,16409563
6989,176484
6989,8041882
6989,21199829
6989,51565803
6989,973039
6989,12729719
6989,8686293
6989,176469
6989,9682105
6989,9002413
6989,22908966
6989,36383631
6989,7044575
6989,22378914
6989,11486994
6989,20592311
6989,158274
6989,30522223
6989,19275614
6989,26813392
6989,1548232
6989,3174351
6989,17306451
6989,24238233
6989,8504357
6989,1899261
6989,31691744
6989,7650603
6989,53141915
6989,19272230
6989,24503299
6989,34914506
6989,2236824
6989,8514454
6989,25594981
6989,804144
6989,1577103
6989,21426525
6989,28237586
6989,6356322
6989,18337216
6989,30374642
6989,14739467
6989,372725
6989,20711977
6989,11127541
6989,12427033
6989,10074081
6989,16435768
6989,415112
6989,30330230
6989,1900742
6989,6549464
6989,13793039
6989,36611757
6989,4512566
6989,13384407
6989,36429908
6989,7724647
6989,8571832
6989,34867005
6989,36168667
6989,6250217
6989,20770357
6989,40583623
6989,8403883
6989,2666519
6989,140328
6989,13640728
6989,10928029
6989,3962464
6989,6703175
6989,22541375
6989,21446038
6989,22044032
6989,27582203
6989,27582089
6989,31201360
6989,2619693
6989,490104
6989,7339407
6989,25889182
6989,26935968
6989,281036
6989,41147248
6989,41038323
6989,39677162
6989,6679665
6989,25152389
6989,12738461
6989,18217181
6989,9643478
6989,34558335
6989,25148760
6989,33026479
6989,17256318
6989,18778524
6989,6493595
6989,31199830
6989,36596686
6989,19095042
6989,27582223
6989,25478675
6989,7229504
6989,12337909
6989,27594044
6989,1472809
6989,443907
6989,7339418
6989,11857813
6989,2980280
6989,33026462
6989,7951990
6989,39507531
6989,52294904
6989,6090142
6989,7133010
6989,13491251
6989,10619163
6989,40499861
6989,6063721
6989,11545651
6989,27594073
6989,24902920
6989,9426273
6989,34118311
6989,35449593
6989,18910619
6989,35997983
6989,27594032
6989,41967956
6989,443922
6989,25159928
6989,36070480
6989,23901138
6989,42984020
6989,14851362
6989,27594012
6989,11457002
6989,1377449
6989,27582160
6989,27595216
6989,24261226
6989,16245295
6989,22601720
6989,6607685
6989,31297930
6989,19308191
6989,26883533
6989,27387130
6989,14481224
6989,17305770
6989,27393582
6989,27863825
6989,26318393
6989,25772674
6989,2813203
6989,9518673
6989,30198578
6989,22804195
6989,20633569
6989,26601648
6989,7725682
6989,27073959
6989,38107876
6989,40588218
6989,20670644
6989,21159599
6989,23419374
6989,33026481
6989,40213328
6989,19417008
6989,27171766
6989,33026498
6989,12119737
6989,36262896
6989,27582164
6989,7832244
6989,27594014
6989,35998640
6989,38325259
6989,5304003
6989,3448720
6989,27387128
6989,27582172
6989,33140112
6989,13440098
6989,27594052
6989,443919
6989,881874
6989,31570543
6989,5533360
6989,22793457
6989,36514000
6989,36713440
6989,35620111
6989,15772437
6989,28230648
6989,23419371
6989,176490
6989,18466421
6989,3987108
6989,36615005
6989,32860069
6989,11767733
6989,31850387
6989,20415351
6989,27594049
6989,27582226
6989,27582189
6989,1140429
6989,26822455
6989,33026501
6989,40768003
6989,7670433
6989,13351166
6989,44644548
6989,32660377
6989,42515900
6989,26744414
6989,27582093
6989,16393582
6989,35695046
6989,39313168
6989,27594043
6989,30038187
6989,28755140
6989,27594018
6989,298158
6989,18622202
6989,6767696
6989,1818283
6989,53182417
6989,27582158
6989,27582156
6989,27594011
6989,21298170
6989,22754941
6989,17690100
6989,18519791
6989,30117556
6989,38371244
6989,18141880
6989,36185022
6989,35542140
6989,36616563
6989,1608824
6989,13831639
6989,27595254
6989,27582218
6989,23419379
6989,27582211
6989,23419369
6989,27594055
6989,20431306
6989,27582084
6989,45726317
6989,45185471
6989,7118801
6989,26401754
6989,9125909
6989,32939191
6989,21203795
6989,30159243
6989,53182424
6989,29907753
6989,33826178
6989,2450820
6989,1515999
6989,24544120
6989,46144323
6989,28637573
6989,31570569
6989,3842201
6989,20638305
6989,23419370
6989,9999149
6989,27582200
6989,44994
6989,9284210
6989,20554805
6989,27582219
6989,21436439
6989,46157078
6989,3725926
6989,728889
6989,32781659
6989,11722495
6989,21436700
6989,21436480
6989,21532186
6989,9588931
6989,36066427
6989,37052478
6989,577551
6989,27595227
6989,8441105
6989,8341794
6989,10021770
6989,23419372
6989,44417329
6989,28363200
6989,6086327
6989,18825282
6989,49840007
6989,13031272
6989,23957308
6989,35174454
6989,19121765
6989,7861994
6989,22621253
6989,28158961
6989,46064667
6989,27594020
6989,27582167
6989,27582161
6989,23419356
6989,5629316
6989,3846501
6989,27582213
6989,22799838
6989,27595245
6989,41729103
6989,1608822
6989,40252952
6989,32228605
6989,3738146
6989,8299067
6989,24523403
6989,24675406
6989,33851116
6989,31972102
6989,31236041
6989,18826815
6989,27582077
6989,40217455
6989,10353871
6989,27582079
6989,51006135
6989,11990717
6989,18973583
6989,24099890
6989,11021521
6989,27594074
6989,27595219
6989,27582215
6989,30347766
6989,36683637
6989,27595237
6989,53403748
6989,1608825
6989,44074256
6989,24099943
6989,34350652
6989,4277144
6989,48632221
6989,29980263
6989,38446837
6989,29933498
6989,36555927
6989,13202598
6989,26332124
6989,12632318
6989,38261197
6989,31237791
6989,43704101
6989,27582073
6989,30774613
6989,53099894
6989,36360125
6989,53307630
6989,33514310
6989,48745802
6989,18794989
6989,43449102
6989,27594038
6989,14470652
6989,36609924
6989,25357185
6989,28794103
6989,18041107
6989,18491162
6989,11032017
6989,21071224
6989,28003756
6989,12158359
6989,36616583
6989,2198259
6989,19120418
6989,40031056
6989,15724217
6989,13815049
6989,10113835
6989,52666253
6989,37330368
6989,49005901
6989,20539350
6989,30287793
6989,20295105
6989,39073901
6989,21185481
6989,32952012
6989,26970817
6989,27412924
6989,22549332
6989,33145481
6989,43188098
6989,51330970
6989,44322814
6989,6544740
6989,40488356
6989,36238282
6989,29363451
6989,29811639
6989,21154942
6989,32781649
6989,23704574
6989,2130002
6989,29317299
6989,26975970
6989,18526416
6989,52969199
6989,17314899
6989,6478491
6989,36617693
6989,30177602
6989,17856232
6989,15957886
6989,32125509
6989,18336417
6989,52209611
6989,25339008
6989,48645848
6989,27004846
6989,43625583
6989,33641157
6989,52981509
6989,44575954
6989,36534609
6989,7339403
6989,27390184
6989,18240223
6989,31898140
6989,27388126
6989,50635011
6989,27595248
6989,27595246
6989,45472812
6989,39035905
6989,20396094
6989,52634096
6989,3135823
6989,27594061
6989,24637164
6989,16059582
6989,50627262
6989,15732595
6989,27594034
6989,49588952
6989,31570558
6989,4314703
6989,1472818
6989,27594060
6989,13422651
6989,30229909
6989,42179165
6989,37789902
6989,51458537
6989,25981903
6989,30493635
6989,27387171
6989,27594048
6989,27594054
6989,10821335
6989,44707450
6989,28751369
6989,27594078
6989,27595221
6989,17157488
6989,27595234
6989,12582472
6989,27595253
6989,27387064
6989,30344869
6989,22020110
6989,1548244
6989,23627544
6989,43298734
6989,6330412
6989,21240137
6989,25066259
6989,3264397
6989,42531372
6989,25897198
6989,45316116
6989,30311601
6989,22864854
6989,24972464
6989,17363761
6989,28693126
6989,38333238
6989,32091849
6989,33803980
6989,3496745
6989,39099131
6989,11162944
6989,18090370
6989,31431819
6989,25019008
6989,31215781
6989,20295106
6989,35657208
6989,42243035
6989,43790395
6989,40549984
6989,16168565
6989,41442001
6989,42632163
6989,23172757
6989,41712094
6989,17373255
6989,35686377
6989,12158360
6989,19095024
6989,36615015
6989,15699552
6989,24968198
6989,43704760
6989,32029105
6989,28827191
6989,18592543
6989,43446267
6989,27595239
6989,46022253
6989,33407828
6989,21484009
6989,30679353
6989,52386332
6989,36086935
6989,43880964
6989,30538523
6989,35964873
6989,9868501
6989,29715802
6989,31313122
6989,24100023
6989,31985319
6989,42641915
6989,31207858
6989,50148397
6989,53434095
6989,32373311
6989,30490532
6989,51182725
6989,36366227
6989,39739976
6989,39992389
6989,30396749
6989,53150978
6989,42185964
6989,19604263
6989,27010387
6989,27965689
6989,27002090
6989,29034243
6989,42408631
6989,52614500
6989,40258320
6989,32263064
6989,50238468
6989,40258314
6989,14475648
6989,31414335
6989,6683294
6989,29034241
6989,50628148
6989,50717000
6989,20283732
6989,53395657
6989,41497456
6989,27804757
6989,50359479
6989,53433849
6989,52711931
6989,48902671
6989,24301946
6989,45173882
6989,50418046
6989,27093626
6989,53433848
6989,33299549
6989,22445101
6989,23241908
6989,53433847
6989,22584934
6989,27336723
6989,19510476
6989,46198412
6989,53433846
6989,53396564
6989,40347587
6989,30616693
6989,52410652
6989,13269878
6989,50503735
6989,42695230
6989,36071561
6989,53433845
6989,52508908
6989,29034580
6989,19499376
6989,53433843
6989,1873869
6989,51687018
6989,46058799
6989,53433842
6989,53378120
6989,50723989
6989,38303058
6989,52834582
6989,28315421
6989,33009707
6989,33647819
6989,23010638
6989,32541644
6989,17593819
6989,38475189
6989,42905836
6989,10373515
6989,52106355
6989,30943828
6989,19115142
6989,34848258
6989,42242513
6989,40031143
6989,13269862
6989,5284369
6989,50785857
6989,53432081
6989,12158365
6989,53432080
6989,42784976
6989,39642853
6989,53432079
6989,26609458
6989,49409660
6989,26318409
6989,20269472
6989,53432078
6989,43420545
6989,53432077
6989,33988226
6989,28429322
6989,28721836
6989,38311013
6989,30561781
6989,30500197
6989,43905560
6989,12158358
6989,24099970
6989,53278847
6989,44701371
6989,53378270
6989,26328471
6989,43477305
6989,50893534
6989,53369675
6989,38779756
6989,28118195
6989,23224840
6989,32133672
6989,18069927
6989,52510428
6989,39980208
6989,41965479
6989,51447671
6989,51432878
6989,2761954
6989,6356329
6989,32347353
6989,50584065
6989,2197947
6989,53267672
6989,37934145
6989,51432875
6989,50512941
6989,53260020
6989,48744049
6989,6869741
6989,33226922
6989,26791348
6989,11526548
6989,32425420
6989,26996882
6989,49120025
6989,51275553
6989,53380569
6989,52827935
6989,53219139
6989,53297888
6989,45231932
6989,45231931
6989,37396033
6989,40813210
6989,32168940
6989,52519299
6989,4083735
6989,5095307
6989,18480156
6989,36625577
6989,7339402
6989,30491174
6989,20991556
6989,53395579
6989,443935
6989,12550144
6989,24372857
6989,53395578
6989,41082085
6989,27479997
6989,51432573
6989,32114099
6989,46225905
6989,52407953
6989,25299524
6989,51432568
6989,17637232
6989,22173344
6989,28712526
6989,52615463
6989,52615462
6989,53434031
6989,52615461
6989,28708600
6989,36088458
6989,52564110
6989,11185191
6989,53280871
6989,51012334
6989,39985870
6989,52563872
6989,53380546
6989,38476110
6989,44153754
6989,52618736
6989,53434024
6989,36069750
6989,26577588
6989,27840051
6989,53007067
6989,43471418
6989,7276426
6989,31781670
6989,9545130
6989,27527209
6989,23846881
6989,27595242
6989,52792718
6989,52743270
6989,39790997
6989,45857867
6989,934343
6989,26321702
6989,35301742
6989,40779216
6989,53365708
6989,19277839
6989,50258052
6989,50723990
6989,50258051
6989,21540125
6989,29393309
6989,53395954
6989,31026503
6989,38458327
6989,53395953
6989,45022188
6989,27336316
6989,53395952
6989,31361015
6989,27080525
6989,20273502
6989,17359618
6989,51411534
6989,34923441
6989,53396402
6989,45895535
6989,31235503
6989,13551674
6989,45895534
6989,30605480
6989,27336609
6989,29651992
6989,26087366
6989,51931815
6989,51452133
6989,36037960
6989,31026487
6989,30718339
6989,12452895
6989,12452894
6989,45895517
6989,51856138
6989,18212949
6989,51269614
6989,30619207
6989,44143918
6989,48709130
6989,31668610
6989,21995104
6989,35268419
6989,26604630
6989,42939848
6989,52761
6989,32537175
6989,31796188
6989,49434234
6989,30669342
6989,50662113
6989,30500451
6989,584026
6989,27837429
6989,34005471
6989,2206582
6989,28577975
6989,26602516
6989,53396352
6989,49549180
6989,14472058
6989,52228414
6989,14472060
6989,50772850
6989,51381496
6989,33122026
6989,38146413
6989,22593239
6989,51811031
6989,26696342
6989,45307585
6989,29670338
6989,30500654
6989,29046254
6989,20831230
6989,19109174
6989,50660765
6989,38960617
6989,25607368
6989,52059917
6989,25413339
6989,26648521
6989,30906379
6989,30915569
6989,20711880
6989,30862400
6989,28447443
6989,28273736
6989,28090430
6989,45927596
6989,33560231
6989,30862404
6989,53384299
6989,26993345
6989,27335821
6989,15467630
6989,36724128
6989,27335822
6989,27092872
6989,38226025
6989,24099770
6989,27278281
6989,43513448
6989,26994130
6989,27396283
6989,23026239
6989,40841008
6989,17359519
6989,30565302
6989,30915583
6989,53256590
6989,44800512
6989,31246085
6989,12202993
6989,24245287
6989,16562693
6989,19528621
6989,52603958
6989,36738449
6989,52902571
6989,48845893
6989,26932313
6989,29769462
6989,39774920
6989,36738450
6989,50925703
6989,22966431
6989,43109180
6989,29185167
6989,7179302
6989,29034323
6989,38622893
6989,19323115
6989,51432706
6989,11899136
6989,30862427
6989,39620724
6989,27075516
6989,43408220
6989,36768378
6989,27686637
6989,31026375
6989,35193291
6989,15920489
6989,24682895
6989,31566046
6989,32780921
6989,27013122
6989,53149665
6989,40723923
6989,48610249
6989,20556299
6989,42241916
6989,29273944
6989,27874714
6989,41723401
6989,39410472
6989,32855703
6989,31249399
6989,22932789
6989,6258589
6989,38480787
6989,40657249
6989,23842480
6989,26992146
6989,44072187
6989,26293799
6989,28976411
6989,7872705
6989,28711162
6989,31026454
6989,29054250
6989,20321404
6989,14949474
6989,38134632
6989,18918756
6989,53150268
6989,29034408
