id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
345291,7728,Short Shorts,0553274406,9780553274400,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320462983l/345291._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320462983l/345291._SY75_.jpg,1982,,,en-US,Bantam,false,692885,7,493,716,186,25,5:54|4:67|3:49|2:15|1:1|total:186,1982,,,3.85,176,23,"['18365', '3977744', '8407795', '74572', '128382', '34055', '6895021', '15435', '35258', '16839', '7728', '500', '18362', '63552', '7469', '485948', '54427', '41028', '13450', '44315', '39326', '43740', '6895023', '5076478', '40303', '169899', '5031025', '194351', '19879', '18791', '95937', '5144', '17623', '7702', '5223', '45645', '1455']","['Irving Howe', 'Ilana W. Howe', 'Giuseppe Tomasi di Lampedusa', 'Katherine Anne Porter', 'Leo Tolstoy', 'Isaac Babel', 'Mikhail Zoschenko', 'William Carlos Williams', 'Yukio Mishima', 'James Thurber', 'Doris Lessing', 'Jorge Luis Borges', 'Sholom Aleichem', 'Varlam Shalamov', 'Octavio Paz', 'Jerome Weidman', 'Heinrich von Kleist', 'Grace Paley', 'Gabriel García Márquez', 'Augusto Monterroso', 'Heinrich Böll', 'Paula Fox', 'Maria Luise Kaschnitz', 'I.L. Peretz', 'Luisa Valenzuela', 'Gottfried Keller', 'Anton Chekhov', 'Giovanni Verga', 'Stephen Crane', 'Guy de Maupassant', 'João Guimarães Rosa', 'James Joyce', 'D.H. Lawrence', 'Luigi Pirandello', 'Franz Kafka', 'Sherwood Anderson', 'Ernest Hemingway']","['3.97', '3.85', '4.00', '3.93', '4.06', '4.08', '3.85', '4.13', '3.93', '3.95', '3.65', '4.30', '4.10', '4.35', '4.14', '3.83', '3.54', '4.06', '3.97', '3.98', '3.87', '3.64', '3.85', '3.85', '4.05', '3.28', '3.96', '3.56', '3.41', '3.86', '4.35', '3.74', '3.59', '3.96', '3.89', '3.84', '3.83']",[],[],[],"<b><br />Short Shorts</b> is a delightful anthology of miniature masterpieces. Here are thirty-eight brief, brilliant flashes of fiction, both classic and contemporary. Each work is superb, intense, and speaks to the human condition in a profound, often provocative way–a truly outstanding collection by some of the worlds greatest authors."
1528313,7728,A Man and Two Women: Stories,0671541900,9780671541903,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336473962l/1528313._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336473962l/1528313._SY75_.jpg,1984,11,,eng,Touchstone Book/Simon & Schuster,false,1520288,15,461,703,188,15,5:42|4:82|3:41|2:19|1:4|total:188,1963,12,1,3.74,145,10,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Cover by Robert Foster,"
609533,7728,Carlyle's House and Other Sketches,1843910551,9781843910558,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328728951l/609533._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328728951l/609533._SY75_.jpg,2003,7,1,,Hesperus Press,false,596017,8,463,656,208,25,5:15|4:49|3:104|2:33|1:7|total:208,2003,,,3.15,152,22,"['6765', '24694', '7728']","['Virginia Woolf', 'David Bradshaw', 'Doris Lessing']","['3.88', '3.85', '3.65']",[],[],[],"<i>Carlyle’s House and Other Sketches</i> marks the first publication of one of Virginia Woolf’s very earliest notebooks. Recently unearthed from a collection of private papers, it contains a series of six striking and semi-autobiographical sketches, each transcribed and edited by Dr. David Bradshaw. From the cold formality of London townhouses with their rows of austere portraits, to the dull chaos of the academic’s abode, and the eccentric spinster’s Hampstead home, Virginia Woolf paints a series of portraits of everyday life, capturing character and setting in exquisite detail. Experimental in style, and heralding the later masterpieces <i>Mrs Dalloway</i> and <i>To the Lighthouse, </i>this early notebook is quintessential Woolf."
251170,7728,Time Bites: Views and Reviews,0060831413,9780060831417,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136928l/251170._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136928l/251170._SY75_.jpg,2006,11,28,eng,Harper Perennial,false,2159795,10,495,620,161,24,5:45|4:63|3:39|2:12|1:2|total:161,2004,1,1,3.85,133,18,['7728'],['Doris Lessing'],['3.65'],[],[],[],"In this collection of the very best of Doris Lessing's essays, we are treated to the wisdom and keen insight of a writer who has learned, over the course of a brilliant career spanning more than half a century, to read the world differently. From imagining the secret sex life of Tolstoy to the secrets of Sufism, from reviews of classic books to commentaries on world politics, these essays cover an impressive range of subjects, cultures, periods, and themes, yet they are remarkably consistent in one key regard: Lessing's clear-eyed vision and clearly expressed prose."
6610656,7728,التجربة الأنثوية,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,ara,مركز الحضارة العربية للإعلام بدولة الامارات,false,6804626,3,712,566,206,34,5:15|4:39|3:67|2:49|1:36|total:206,1998,,,2.75,166,25,"['3534', '7728', '7184', '14160']","['Toni Morrison', 'Doris Lessing', ""Edna O'Brien"", 'Marilyn French']","['3.91', '3.65', '3.52', '3.85']",['2729046'],['صنع الله إبراهيم'],['3.48'],"التجربة الأنثوية مختارات قصصية لـ دوريس ليسينج ، إدنا أوبريان مارلين فرنش ، فرانسواز ماليه، وغيرهن من أبرز الكاتبات العالميات المعاصرات بالإضافة إلى أول نص ينشر كاملا بالعربية للكاتبة الأمريكية الحائزة على جائزة نوبل 1993 : تونى موريسون اختارها وقدم نلها صنع الله ابراهيم كتاب يزيد من معرفتنا بالمرأة ، وفهمنا لأنفسنا! أجرأ ما كتبته المرأة عن نفسها.. رؤية عصرية للمرأة : مراهقة ، عاشقة لجنسها ، وللرجل ولغير زوجها ..ضائعة ، مجربة ، محبطة باردة أم ، وقاتلة ! ويقول المؤلف كل ما أرجوه من هذا الكتاب هو ان يزيد من معرفتنا بالمرأة وفهمنا لأنفسنا وأن يساهم في تقريب اليوم الذى لا تدفع فيه نساء بلادنا الثمن.<br /><br />تراجم مختارة من الأدب النسائى العالمى من بينها ""بين ذراعى تامارا"" للكاتبة الفرنسية فرانسواز ماليه، و""استيقاظ مود"" للكاتبة الأمريكية روزالين دريكسلر، و""لا يمكن أن يكون ميتا""، ""فقد تحدث إلىّ"" للكاتبة الأمريكية رونا جافى، و""أهلا بك"" للأمريكية هارييت سومرز، و""الحب بالشخص الثالث والثمانين"" للأمريكية جويس ألبرت و""يوميات زوجة غير مخلصة"" للأيرلندية إدنا أوبريان و""الكراسة الذهبية"" للإنجليزية ""دوريس ليسينج"" و""جامعة الكنوز"" للكاتبة الأفريقية بيسى هيد، بالإضافة إلى ""سولا رقيقة من الذهب تحتها مرمر"" للكاتبة الأمريكية تونى موريسون."
677092,7728,Chercheur De Vérité,2226057528,9782226057525,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,903691,14,249,516,112,14,5:81|4:22|3:7|2:0|1:2|total:112,1982,,,4.61,1,0,"['32851', '7728']","['Idries Shah', 'Doris Lessing']","['4.32', '3.65']",[],[],[],
2154313,7728,Doris Lessing: Short Stories,0245528113,9780245528118,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,6,,eng,Harrap,false,2159818,1,341,487,119,2,5:41|4:52|3:22|2:4|1:0|total:119,1976,6,,4.09,119,2,"['7728', '7103894']","['Doris Lessing', 'Alan Cattell']","['3.65', '4.09']",[],[],[],
3855680,7728,What's Your Story? (Postcard Collection),1902603575,9781902603575,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,7,8,eng,Waterstones,false,3900781,1,852,482,118,8,5:54|4:34|3:20|2:6|1:4|total:118,2008,7,8,4.08,118,8,"['1077326', '4229', '42016', '293', '3472', '5687', '7849', '38673', '52071', '7728', '1221698', '2059918', '2929']","['J.K. Rowling', 'Sebastian Faulks', 'Lauren Child', 'Tom Stoppard', 'Margaret Atwood', 'Irvine Welsh', 'Richard Ford', 'Lisa Appignanesi', 'Axel Scheffler', 'Doris Lessing', 'Neil Gaiman', 'Michael Rosen', 'Nick Hornby']","['4.46', '3.84', '4.16', '4.05', '4.03', '3.90', '3.72', '3.71', '4.33', '3.65', '4.13', '4.18', '3.66']",[],[],[],"Taken from Waterstone's Exclusive Postcard Book: To celebrate the National Year of Reading Waterstone's asked 13 world-class authors to tell us their story. We extended this invitation to our customers, in the form of a nationwide competition to win the opportunity to be published in this limited edition postcard book, alongside the original works from JK Rowling, Doris Lessing, Neil Gaiman, Michael Rosen, Nick Hornby, Sebastian Faulks, Lauren Child, Tom Stoppard, Irvine Welsh, Axel Scheffler, Margaret Atwood, Richard Ford and Lisa Appignanesi. This collection consists of 13 story cards from the authors listed above plus story cards from the three winners of the national competition. Due to the exclusive nature of this product, we are limiting orders to two (2) per customer while stocks last. All profits from the sale of this collection will go to Dyslexia Action and English PEN. Please note that because the postcard book contains a mixture of authors, some stories are not suitable for children."
328413,7728,Going Home,0060976306,9780060976309,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410138767l/328413._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410138767l/328413._SY75_.jpg,1996,3,1,,Harper Perennial,false,319040,10,375,466,124,13,5:31|4:44|3:38|2:10|1:1|total:124,1957,,,3.76,113,11,"['7728', '83874']","['Doris Lessing', 'Paul Hogarth']","['3.65', '3.72']",[],[],[],"""Africa belongs to the Africans; the sooner they take it back the better. But a country also belongs to those who feel at home in it. Perhaps it may be that love of Africa the country will be strong enough to link people who hate each other now. Perhaps...""<p><i>Going Home</i> is Doris Lessing's account of her first journey back to Africa, the land in which she grew up and in which so much of her emotion and her concern are still invested. Returning to Southern Rhodesia in 1956, she found that her love of Africa had remained as strong as her hatred of the idea of ""white supremacy"" espoused by its ruling class. <i>Going Home</i> evokes brilliantly the experience of the people, black and white, who have shaped and will shape a beloved country.</p>"
18816755,7728,An Old Woman and Her Cat,,9780007525768,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,26757487,2,234,437,112,19,5:30|4:49|3:26|2:6|1:1|total:112,2013,3,28,3.90,65,6,['7728'],['Doris Lessing'],['3.65'],[],[],[],
1085729,7728,Five,058609119X,9780586091197,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,9,26,eng,Paladin,false,1072500,4,247,431,110,8,5:24|4:58|3:23|2:5|1:0|total:110,1954,,,3.92,74,5,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Contains A home for the highland cattle, The other woman, Eldorado, The antheap and Hunger."
2181585,7728,The Old Chief Mshlanga from African Stories,9998664853,9789998664852,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327863950l/2181585.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327863950l/2181585._SY75_.jpg,1988,1,1,eng,Spoken Arts,false,2187266,3,203,389,102,1,5:25|4:41|3:29|2:6|1:1|total:102,1983,,,3.81,79,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
1153236,7728,The Black Madonna,0586021671,9780586021675,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399135498l/1153236._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399135498l/1153236._SY75_.jpg,,,,eng,,false,1140723,4,307,383,106,13,5:14|4:46|3:38|2:7|1:1|total:106,1966,,,3.61,91,13,['7728'],['Doris Lessing'],['3.65'],[],[],[],"A short story collection originally published by Michael Joseph Ltd as part of the collection ""African Stories 1964"".<br />Contains: The Black Madonna; The Trinket Box; The Pig; Traitors; The Old Chief Mshlanga; A Sunrise on the Veld; No Witchcraft for Sale."
2013473,7728,The Temptation of Jack Orkney and Other Stories,0394482441,9780394482446,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316441859l/2013473._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316441859l/2013473._SY75_.jpg,1972,,,,Knopf,false,2017705,13,278,367,97,7,5:17|4:47|3:28|2:5|1:0|total:97,1972,,,3.78,77,4,['7728'],['Doris Lessing'],['3.65'],[],[],[],"From Doris Lessing, Winner of the Nobel Prize for Literature, one of her finest collections of short stories.<br /><br />Doris Lessing is unrivalled in her ability to capture the truth from the complexities of relationships and the stories in this wonderful collection have lost none of their original power. Two marriages, both middle class, liberal and 'rather literary', share a shocking flaw, a secret 'cancer'. A young, beautiful woman from a working class family is courted by a very eligible, very upmarket man. An ageing actress falls in love for the first time but can only express her feelings through her stage performances because her happily married lover is unobtainable. A dedicated, lifelong rationalist is tempted, after the death of his father, by the comforts of religious belief. In this magnificent collection of stories, which spans four decades, Doris Lessing's unique gift for observation, her wit, her compassion and remarkable ability to illuminate the complexities of human life are all remarkably displayed."
4038984,7728,"This Was the Old Chief's Country (Collected African Stories, Vol. 1)",0586091130,9780586091135,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359329850l/4038984._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359329850l/4038984._SX50_.jpg,2003,,,eng,Flamingo,false,24963172,10,256,365,89,5,5:28|4:46|3:12|2:2|1:1|total:89,1952,1,1,4.10,66,4,['7728'],['Doris Lessing'],['3.65'],[],[],[],"All Doris Lessing's short novels and stories are now collected into two volumes, This Was The Old Chef's Country and The Sun Between Their Feet. This volume contains all the stories from the original book entitled This Was The Old Chief's Country and three of the short novels from Five, the book which won the Somerset Maugham Award in 1954.<br />'I believe,' writes Doris Lessing, ""that the chief gift from Africa to writers, white and black, is the continent itself, its presence which for some people is like a old fever, latent always in their blood; or it like an old wounded throbbing in the bones as the air changes. That is not a place to visit unless one chooses to be an exile ever afterwards from an inexplicable majestic silence lying just over the border of memory or of thought. Africa gives you the knowledge that man is a small creature, among other creatures, in a large landscape.'<br /><br />In this Edition:<br />The Old Chief Mshlanga<br />A Sunrise on the Veld<br />No Witchcraft for Sale<br />The Second Hut<br />The Nuisance<br />The De Wets Come to Kloof Grange<br />Little Tembi<br />Old John's Place<br />'Leopard' George<br />Winter in July<br />A Home for the Highland Cattle<br />Eldorado<br />The Antheap<br />Includes the Preface for the 1964 Collection and a new Preface for the 1973 Collection. All of these stories appeared in African Stories, 1963."
300458,7728,The Story Of A Non Marrying Man And Other Stories,0586088989,9780586088982,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,291527,6,237,362,101,11,5:16|4:43|3:27|2:14|1:1|total:101,1979,,,3.58,87,9,['7728'],['Doris Lessing'],['3.65'],[],[],[],
2236937,7728,The Wind Blows Away Our Words,0330300768,9780330300766,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338609049l/2236937._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338609049l/2236937._SX50_.jpg,,,,,,false,2242971,6,237,360,97,15,5:23|4:34|3:30|2:9|1:1|total:97,1987,11,12,3.71,66,9,['7728'],['Doris Lessing'],['3.65'],[],[],[],
13613579,7728,إن العجوز استطاعت,,9789774212737,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335177546l/13613579._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335177546l/13613579._SY75_.jpg,2010,,,ara,الهيئة المصرية العامة للكتاب,false,19213568,11,467,356,107,18,5:17|4:24|3:46|2:17|1:3|total:107,1984,,,3.33,43,10,"['7728', '14358284']","['Doris Lessing', 'ناجي الفحام']","['3.65', '3.44']",[],[],[],"<i>If The Old Could</i>...sees Jane forced to care for her nineteen-year-old drop-out niece, Kate, as she struggles with an emotional breakdown. Jane realises that she understands young people as little as she so recently did the old."
3198784,7728,Winter in July,0006545262,9780006545262,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532806410l/3198784._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532806410l/3198784._SY75_.jpg,1993,2,22,eng,Flamingo,false,3231981,8,260,347,105,10,5:15|4:28|3:39|2:20|1:3|total:105,1964,,,3.30,56,2,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Showing Doris Lessing's writing with the angry compassion of first-hand knowledge to reveal an Africa unknown to most Europeans today, this is an evocation of Africa's sounds and smells, its stark power and savage grandeur and its agony and ultimate tragedy."
18310192,7728,London Stories,0375712461,9780375712463,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382354087l/18310192._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382354087l/18310192._SY75_.jpg,2014,5,6,eng,Everyman's Library,false,25807257,4,402,319,91,11,5:10|4:39|3:31|2:9|1:2|total:91,2013,3,27,3.51,70,8,"['7105001', '3953', '13081', '119610', '49217', '2448', '4532116', '18736364', '3532', '118637', '50325', '7728', '52578', '239579', '267083', '2533', '25022', '13093']","['Jerry   White', 'William Makepeace Thackeray', 'Hanif Kureishi', 'John Evelyn', 'Henry Mayhew', 'Arthur Conan Doyle', 'George Gissing', 'J.B. Priestley', 'Maeve Binchy', 'Shena Mackay', 'Thomas de Quincey', 'Doris Lessing', 'Elizabeth Bowen', 'Charles Dickens', 'Frederick Treves', 'Graham Greene', 'Jean Rhys', 'Muriel Spark']","['3.99', '3.78', '3.57', '3.61', '3.89', '4.20', '3.76', '3.81', '3.88', '3.48', '3.36', '3.65', '3.63', '3.89', '3.81', '3.89', '3.65', '3.69']",[],[],[],"London has the greatest literary tradition of any city in the world. Its roll call of storytellers includes cultural giants like Shakespeare, Defoe, and Dickens, and an innumerable host of writers of all sorts who sought to capture the essence of the place. <br /><br /> Acclaimed historian Jerry White has collected some twenty-six stories to illustrate the extraordinary diversity of both London life and writing over the past four centuries, from Shakespeare’s day to the present. These are stories of fact and fiction and occasionally something in between, some from well-known voices and others practically unknown. Here are dramatic views of such iconic events as the plague, the Great Fire of London, and the Blitz, but also William Thackeray’s account of going to see a man hanged, Thomas De Quincey’s friendship with a teenaged prostitute, and Doris Lessing’s defense of the Underground. This literary London encompasses the famous Baker Street residence of Conan Doyle’s Sherlock Holmes and the bombed-out moonscape of Elizabeth Bowen’s wartime streets, Charles Dicken’s treacherous River Thames and Frederick Treves’s tragic Elephant Man. Graham Greene, Jean Rhys, Muriel Spark, and Hanif Kureishi are among the many great writers who give us their varied Londons here, revealing a city of boundless wealth and ragged squalor, of moving tragedy and riotous joy.<br /><br />(Book Jacket Status: Jacketed)"
1844424,7728,The Playboy Book of Science Fiction,0061052884,9780061052880,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,5,,,HarperPrism,false,538842,6,262,286,76,7,5:19|4:29|3:20|2:7|1:1|total:76,1998,5,,3.76,19,1,"['230127', '1630', '7728', '12534', '7415', '4448408', '4764', '4338', '3389', '30953', '113942', '7147', '874602', '76471', '12476', '27798', '26767', '44808', '73422', '35864', '48888', '7010931', '22996', '8489', '7779', '2778055']","['Alice K. Turner', 'Ray Bradbury', 'Doris Lessing', 'Larry Niven', 'Harlan Ellison', 'Walter Tevis', 'Philip K. Dick', 'Robert Silverberg', 'Stephen King', 'Donald E. Westlake', 'Howard Waldrop', 'Billy Crystal', 'Ursula K. Le Guin', 'George Alec Effinger', 'Joe Haldeman', 'Chet Williamson', 'Lucius Shepard', 'William Tenn', 'Terry Bisson', 'Norman Spinrad', 'Damon Knight', 'J.G. Ballard', 'Frederik Pohl', 'Robert Sheckley', 'Arthur C. Clarke', 'Kurt Vonnegut Jr.']","['3.81', '4.01', '3.65', '3.91', '4.29', '4.07', '3.93', '3.88', '4.04', '3.87', '3.83', '4.00', '4.05', '3.95', '3.98', '3.81', '3.79', '3.91', '3.83', '3.97', '4.11', '3.71', '3.91', '3.88', '3.97', '4.06']",[],[],[],"A collection of short stories from such contributors as Arthur C. Clarke, Ray Bradbury, and Ursula K. LeGuin covers topics such as the golden age, new wave, cyberpunk, and virtual sex.<br /><br />Contents<br /><br />1 • Introduction (The Playboy Book of Science Fiction) • essay by Alice K. Turner<br />3 • The Lost City of Mars • (1967) • novelette by Ray Bradbury<br />35 • Nine Lives • (1969) • novelette by Ursula K. Le Guin<br />63 • Deathwatch • (1965) • shortstory by Norman Spinrad<br />71 • Masks • (1968) • shortstory by Damon Knight<br />85 • Welcome to the Monkey House • (1968) • shortstory by Kurt Vonnegut, Jr.<br />105 • The Dead Astronaut • (1968) • shortstory by J. G. Ballard<br />119 • The Schematic Man • (1969) • shortstory by Frederik Pohl<br />127 • Can You Feel Anything When I Do This? • (1969) • shortstory by Robert Sheckley<br />139 • Transit of Earth • (1971) • shortstory by Arthur C. Clarke<br />155 • Report on the Threatened City • (1971) • novelette by Doris Lessing<br />189 • Leviathan! • [Svetz] • (1970) • shortstory by Larry Niven<br />203 • All the Birds Come Home to Roost • (1979) • shortstory by Harlan Ellison<br />219 • The Apotheosis of Myra • (1980) • novelette by Walter Tevis<br />243 • Frozen Journey • (1980) • shortstory by Philip K. Dick<br />265 • Gianni • (1982) • shortstory by Robert Silverberg<br />287 • The Word Processor • (1983) • shortstory by Stephen King<br />309 • Interstellar Pigeon • (1982) • shortstory by Donald E. Westlake<br />329 • Heirs of the Perisphere • (1985) • shortstory by Howard Waldrop<br />349 • Earth Station Charlie • (1986) • shortstory by Billy Crystal<br />357 • Slow, Slow Burn • [Budayeen] • (1988) • shortstory by George Alec Effinger<br />377 • More Than the Sum of His Parts • (1985) • shortstory by Joe Haldeman<br />397 • Sen Yen Babbo &amp; the Heavenly Host • (1987) • shortstory by Chet Williamson<br />415 • Fire Zone Emerald • (1986) • novelette by Lucius Shepard<br />441 • The Ghost Standard • (1994) • shortstory by William Tenn<br />453 • An Office Romance • (1997) • shortstory by Terry Bisson"
1799068,7728,An Introduction to Fiction,0673525082,9780673525086,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,1,1,eng,HarperCollins College Publishers,false,1426232,18,325,282,75,11,5:24|4:20|3:24|2:3|1:4|total:75,1983,1,1,3.76,33,5,"['49240', '44384', '5132', '13234', '19879', '3535', '29527', '55397', '7799', '1455', '36910', '15151', '10427', '13388', '159', '5144', '5223', '17623', '874602', '7728', '1240', '45712', '13450', '14403', '43848', '500', '7363', '881203', '7464', '5031025', '4176632', '6410', '3524', '22694', '64199', '89863', '4624490', '74572', '463', '14444', '585', '5246', '16839', '128382', '6878', '7380', '7973', '15435', '6765', '1064072']","['X.J. Kennedy', 'Dana Gioia', 'Kate Chopin', 'Sandra Cisneros', 'Stephen Crane', 'William Faulkner', 'Charlotte Perkins Gilman', 'Nadine Gordimer', 'Nathaniel Hawthorne', 'Ernest Hemingway', 'Langston Hughes', 'Zora Neale Hurston', 'James Baldwin', 'Shirley Jackson', 'Henry James', 'James Joyce', 'Franz Kafka', 'D.H. Lawrence', 'Ursula K. Le Guin', 'Doris Lessing', 'Jack London', 'Katherine Mansfield', 'Gabriel García Márquez', 'Ambrose Bierce', 'Bobbie Ann Mason', 'Jorge Luis Borges', 'Raymond Carver', 'Willa Cather', 'John Cheever', 'Anton Chekhov', 'W. Somerset Maugham', 'Alice Munro', 'Joyce Carol Oates', ""Flannery O'Connor"", ""Frank O'Connor"", 'Tillie Olsen', 'Edgar Allan Poe', 'Katherine Anne Porter', 'Philip Roth', 'Isaac Bashevis Singer', 'John Steinbeck', 'Amy Tan', 'James Thurber', 'Leo Tolstoy', 'John Updike', 'Alice Walker', 'Eudora Welty', 'William Carlos Williams', 'Virginia Woolf', 'T. Coraghessan Boyle']","['3.99', '3.99', '3.71', '3.72', '3.41', '3.85', '4.02', '3.57', '3.45', '3.83', '4.26', '3.94', '4.26', '3.95', '3.62', '3.74', '3.89', '3.59', '4.05', '3.65', '3.96', '3.78', '3.97', '3.95', '3.59', '4.30', '4.20', '3.83', '3.97', '3.96', '4.04', '3.92', '3.69', '4.16', '4.04', '3.92', '4.17', '3.93', '3.81', '4.05', '3.93', '3.92', '3.95', '4.06', '3.80', '4.18', '3.87', '4.13', '3.88', '3.70']",[],[],[],"Intended as a textbook for classes in fiction or creative writing, this edition of a popular resource contains 56 fictional pieces, both classic and contemporary, almost all of them short stories, with biocritical and other commentary and discission questions; short selections of critical commentary on fiction from ten important 19th and 20th-century writers; and a substantial supplement on academic writing about literature, which makes reference to the 1995 MLA guidelines, and presents short critical pieces from important critics that illustrate nine different approaches to fiction criticism that are popular in today's academe. Indexes of authors, titles, and terms are provided. Editors Kennedy and Gioia teach at Wesleyan Univ."
9667091,7728,Le nonne,8807016575,9788807016578,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298454111l/9667091._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298454111l/9667091._SY75_.jpg,2004,,,ita,Feltrinelli,false,69531146,5,165,282,84,13,5:10|4:24|3:40|2:6|1:4|total:84,2003,,,3.36,69,11,"['7728', '4668990']","['Doris Lessing', 'Francesco Francis']","['3.65', '3.47']","['2807040', '4568745']","['Elena Dal Pra', 'Monica Pareschi']","['3.73', '3.78']","Tre racconti, pervasi dall'imprevisto, dal senso sconcertante delle umane possibilità, dalla sensazione da parte dei protagonisti di precipitare nella vita e di esserne, allo stesso tempo, ai margini. Due amiche, alla scomparsa dei mariti, iniziano una relazione ciascuna con il figlio adolescente dell'altra. Una ragazzina di colore, orfana e povera, ha una breve relazione con un ragazzo ricco, bianco, di famiglia liberale. All'insaputa del giovane, ha una figlia e quando la bambina ha sei anni, non potendo più mantenerla, si mette in contatto con la famiglia del ragazzo. Un soldato vive nel ricordo di una donna incontrata durante la seconda guerra mondiale, nella convinzione di aver concepito un figlio e di aver condotto un'esistenza sbagliata."
