id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
20493049,1455,The Adventures of Huckleberry Finn: Tom Sawyer's Companion,0677068573,9780677068572,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395084788l/20493049._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395084788l/20493049._SX50_.jpg,1980,,,eng,,false,1835605,5577,1596833,4285592,1122404,14992,5:338371|4:387365|3:281997|2:83615|1:31056|total:1122404,1876,,,3.82,362,16,"['1244', '578552', '207862', '134252', '1455', '4938258', '5365321', '5365323', '5365324']","['Mark Twain', 'Thomas Hart Benton', 'Hodges Soileau', 'Bernard DeVoto', 'Ernest Hemingway', 'Easton Press', 'David Kalvar', 'Peter Sydney', 'Togbew Shelton']","['3.86', '3.99', '3.79', '4.16', '3.83', '3.98', '3.98', '3.98', '3.98']",[],[],[],"Reprinted 1996 &amp; 2008.<br /><br />I am proud to present you with a work of genius. This edition of Huckleberry Finn features superb materials and craftsmanship. The premium quality, genuine leather is dyed with a lustrous brown finish, then carefully drawn over raised spine hubs in the finest tradition of bookbinding. The elegant spine is stamped in precious 22-karat gold. The cover features a deeply impressed, beautiful illustration. Gilded page edges, polished mirror-smooth, add a distinctive touch, and they protect your investment from humidity and dust. It's safe to judge this book by its cover because the luxury and quality continue. Inside the covers are shimmering moire endleaves, dyed a deep gold. Endleaves of this quality are prized by lovers of fine books, not only for their elegant appearance and feel, but for the strength and stability they add to the binding. For your convenience, a beautiful and practical satin ribbon page marker is dyed to match. Distinguished artist Thomas Hart Benton made 87 illustrations for this edition of Huckleberry Finn, heightening the enjoyment of reading this all-time classic. For each of them he made an entire drawing in brown wash, and then covered it with a black outline. Opposite the title page is a powerful frontspiece portrait of Mark Twain, painted in watercolors by Hodges Soileau. To add depth and insight to your reading, a revealing introduction was written especially for this edition by renowned scholar historian, Pulitzer Prize winner and writer Bernard DeVoto. He also made sure that this would be the most accurate text of the novel ever published. The paper was specially milled for this edition, using acid-neutral stock of archival quality, a key element for permanence and durability, and each page has been securely sewn in place for added strength, not glued like ordinary hardcover editions. The finished result: A luxurious edition fit for Mark Twain's masterpiece. [text by David Kalvar]"
2165,1455,The Old Man and the Sea,0684830493,9780684830490,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165._SY75_.jpg,1996,,,eng,Scribner,false,69741,1567,1136558,2967637,786426,23522,5:245849|4:256338|3:180749|2:67303|1:36187|total:786426,1952,9,1,3.77,697952,16215,['1455'],['Ernest Hemingway'],['3.83'],[],[],[],"This short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses — specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954."
13635869,1455,Karácsonyi emlék: Angolszász elbeszélések,9636051119,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358595661l/13635869._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358595661l/13635869._SX50_.jpg,1995,,,hun,Pesti Szalon Könyvkiadó,false,3097440,1537,859314,2341632,577616,17262,5:227499|4:198584|3:115833|2:26602|1:9098|total:577616,1843,12,17,4.05,4,0,"['239579', '431149', '173', '15905', '1455', '5144', '57189', '3565']","['Charles Dickens', 'Truman Capote', 'George Eliot', 'Thomas Hardy', 'Ernest Hemingway', 'James Joyce', 'Dylan Thomas', 'Oscar Wilde']","['3.89', '4.01', '3.84', '3.84', '3.83', '3.74', '4.16', '4.10']","['838065', '5829852', '5830253', '5830252', '5453267', '838061', '1763470', '6906239', '717527']","['István Bart', 'Marcell Benedek', 'László B. Nagy', 'Gábor Erdődi', 'Tamás Katona', 'Balázs Lengyel', 'Zoltán Papp', 'Szinnai Tivadar', 'Miklós Vajda']","['4.03', '4.22', '3.91', '4.60', '4.34', '3.64', '4.11', '4.01', '3.80']","Karácsonyi témájú angolszász elbeszélések. A világirodalom jelentős klasszikusait felsorakoztató, nagyfokú igényességgel megszerkesztett kötet."
3876,1455,The Sun Also Rises,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323l/3876._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323l/3876._SY75_.jpg,1957,,,eng,Pan Books,false,589497,941,634058,1360434,356159,12296,5:109663|4:123731|3:83005|2:28420|1:11340|total:356159,1926,,,3.82,326437,9653,['1455'],['Ernest Hemingway'],['3.83'],[],[],[],"The quintessential novel of the Lost Generation, <i>The Sun Also Rises</i> is one of Ernest Hemingway's masterpieces, and a classic example of his spare but powerful writing style. A poignant look at the disillusionment and angst of the post-World War I generation, the novel introduces two of Hemingway's most unforgettable characters: Jake Barnes and Lady Brett Ashley. The story follows the flamboyant Brett and the hapless Jake as they journey from the wild nightlife of 1920s Paris to the brutal bullfighting rings of Spain with a motley group of expatriates. It is an age of moral bankruptcy, spiritual dissolution, unrealized love, and vanishing illusions. First published in 1926, <i>The Sun Also Rises</i> helped to establish Hemingway as one of the greatest writers of the twentieth century."
10799,1455,A Farewell to Arms,0099910101,9780099910107,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836l/10799._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836l/10799._SY75_.jpg,2004,,,eng,Arrow Books,false,4652599,927,474334,968687,254508,9222,5:72681|4:93922|3:61149|2:19391|1:7365|total:254508,1929,,,3.81,225320,6558,['1455'],['Ernest Hemingway'],['3.83'],[],[],[],"<i>A Farewell to Arms</i> is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to <i>A Farewell to Arms</i> thirty-nine times to get the words right."
46170,1455,For Whom the Bell Tolls,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492591524l/46170._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492591524l/46170._SY75_.jpg,1995,,,eng,Scribner,false,2252079,514,502554,962353,242489,6140,5:85072|4:88843|3:49715|2:13617|1:5242|total:242489,1940,10,,3.97,224003,4786,"['1455', '3456209']","['Ernest Hemingway', 'Mustafa Bahar']","['3.83', '3.71']",['3242048'],['Mete Ergin'],['4.23'],"<i>Librarian's note: An alternate cover edition can be found <a href=""https://www.goodreads.com/book/show/34212730.here"" title=""here"" rel=""nofollow"">here</a></i><br /><br /><p>In 1937 Ernest Hemingway traveled to Spain to cover the civil war there for the North American Newspaper Alliance. Three years later he completed the greatest novel to emerge from ""the good fight"", <i>For Whom the Bell Tolls</i>. <br /><br />The story of Robert Jordan, a young American in the International Brigades attached to an antifascist guerilla unit in the mountains of Spain, it tells of loyalty and courage, love and defeat, and the tragic death of an ideal. In his portrayal of Jordan's love for the beautiful Maria and his superb account of El Sordo's last stand, in his brilliant travesty of La Pasionaria and his unwillingness to believe in blind faith, Hemingway surpasses his achievement in <i>The Sun Also Rises</i> and <i>A Farewell to Arms</i> to create a work at once rare and beautiful, strong and brutal, compassionate, moving and wise. <br /><br />""If the function of a writer is to reveal reality,"" Maxwell Perkins wrote to Hemingway after reading the manuscript, ""no one ever so completely performed it."" Greater in power, broader in scope, and more intensely emotional than any of the author's previous works, it stands as one of the best war novels of all time.</p>"
4631,1455,A Moveable Feast,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201l/4631._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201l/4631._SX50_.jpg,2012,9,6,eng,Vintage,false,2459084,343,235637,452491,112007,7796,5:40898|4:42742|3:21875|2:4916|1:1576|total:112007,1964,,,4.04,84262,4881,['1455'],['Ernest Hemingway'],['3.83'],[],[],[],"Hemingway's memories of his life as an unknown writer living in Paris in the twenties are deeply personal, warmly affectionate, and full of wit. Looking back not only at his own much younger self, but also at the other writers who shared Paris with him - James Joyce, Wyndham Lewis, Scott and Zelda Fitzgerald - he recalls the time when, poor, happy, and writing in cafes, he discovered his vocation. Written during the last years of Hemingway's life, his memoir is a lively and powerful reflection of his genius that scintillates with the romance of the city."
4625,1455,The Complete Short Stories of Ernest Hemingway,0684843323,9780684843322,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523546158l/4625._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523546158l/4625._SY75_.jpg,1998,8,3,eng,Scribner,false,8238,78,75600,140737,32814,804,5:16392|4:11151|3:4043|2:816|1:412|total:32814,1925,,,4.29,30265,657,"['1455', '250351', '917817', '487197', '7652440']","['Ernest Hemingway', 'John Hemingway', 'Patrick Hemingway', 'Gregory H. Hemingway', 'Charles Scribner Jr.']","['3.83', '4.29', '4.18', '4.29', '4.27']",[],[],[],"<b>THE ONLY COMPLETE COLLECTION BY THE NOBEL PRIZE-WINNING AUTHOR</b> <br /> <br /> In this definitive collection of Ernest Hemingway's short stories, readers will delight in the author's most beloved classics such as <i>""The Snows of Kilimanjaro,"" ""Hills Like White Elephants,""</i> and <i>""A Clean, Well-Lighted Place,""</i> and will discover seven new tales published for the first time in this collection. For Hemingway fans <i>The Complete Short Stories</i> is an invaluable treasury."
4645,1455,The Snows of Kilimanjaro and Other Stories,0684862212,9780684862217,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400889884l/4645._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400889884l/4645._SY75_.jpg,1999,,,eng,Scribner,false,621924,151,62268,125994,32539,1359,5:9186|4:12846|3:8144|2:1885|1:478|total:32539,1936,8,,3.87,25280,732,['1455'],['Ernest Hemingway'],['3.83'],[],[],[],"<p>The ideal introduction to the genius of Ernest Hemingway, <i>The Snows of Kilimanjaro and Other Stories</i> contains ten of Hemingway's most acclaimed and popular works of short fiction. Selected from <i>Winner Take Nothing, Men Without Women,</i> and <i>The Fifth Column and the First Forty-Nine Stories,</i> this collection includes ""The Killers,"" the first of Hemingway's mature stories to be accepted by an American periodical; the autobiographical ""Fathers and Sons,"" which alludes, for the first time in Hemingway's career, to his father's suicide; ""The Short Happy Life of Francis Macomber,"" a ""brilliant fusion of personal observation, hearsay and invention,"" wrote Hemingway's biographer, Carlos Baker; and the title story itself, of which Hemingway said: ""I put all the true stuff in,"" with enough material, he boasted, to fill four novels. Beautiful in their simplicity, startling in their originality, and unsurpassed in their craftsmanship, the stories in this volume highlight one of America's master storytellers at the top of his form.<br /></p>"
28240029,1455,The Masque of the Red Death,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450463267l/28240029._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450463267l/28240029._SY75_.jpg,,,,,,false,15568908,441,41621,107560,26392,1052,5:10110|4:9721|3:5254|2:1057|1:250|total:26392,1842,1,1,4.08,2,0,"['4624490', '1455']","['Edgar Allan Poe', 'Ernest Hemingway']","['4.17', '3.83']",['9851013'],['Ali Hassani Fard'],['4.62'],Citation<br />|publisher = Alihassanifard<br />|publication-date = 2014<br />|publication-place = Iran<br />|title = The masque of the red death<br />}}<br /> <br /> 6part/- SixShort StoriesCountry Iran <br /> Language Persian <br /> Genre Short story collection <br /> Publisher Ali Hassani Fard <br /> Publication date 2014 <br /> Media type Version Book
