id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
49871519,17823547,"La légende de Yosef della Reina, activiste messianique : Trois versions traduites de l'hébreu et du yiddish",2841624455,9782841624454,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74952767,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['17823547', '2923187']","['Shmuel Yosef Agnon', 'Collectif']","['4.80', '3.80']",[],[],[],
50120819,17823547,"Jaffa, Belle of the Seas: Selections from the Works of S. Y. Agnon / Yafo yefat yamim: Leket mi-tokh sipurav shel Sh. Y. Agnon (Hebrew and English Edition)",9651904658,9789651904653,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75072688,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['17823547', '1736759']","['Shmuel Yosef Agnon', 'David Sharir']","['4.80', '0.0']",[],[],[],
