id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
42008975,5442509,La Virtud Sospechosa: Comedia En Tres Actos (Classic Reprint),1390461440,9781390461442,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,9,,Forgotten Books,false,65547916,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Virtud Sospechosa: Comedia en Tres Actos<br /><br />Si, no me digas, mi padre, que cuando no duerme ...y ronca, no sabe hablar m�s que de sus antiguedades, y le da a cualquiera un latazo de padre y muy se�or m�o.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40267490,5442509,Teatro; Tomo D�cimo,0649265823,9780649265824,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,5,27,,Trieste Publishing,false,62550668,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Trieste Publishing has a massive catalogue of classic book titles. Our aim is to provide readers with the highest quality reproductions of fiction and non-fiction literature that has stood the test of time. The many thousands of books in our collection have been sourced from libraries and private collections around the world.The titles that Trieste Publishing has chosen to be part of the collection have been scanned to simulate the original. Our readers see the books the same way that their first readers did decades or a hundred or more years ago. Books from that period are often spoiled by imperfections that did not exist in the original. Imperfections could be in the form of blurred text, photographs, or missing pages. It is highly unlikely that this would occur with one of our books. Our extensive quality control ensures that the readers of Trieste Publishing's books will be delighted with their purchase. Our staff has thoroughly reviewed every page of all the books in the collection, repairing, or if necessary, rejecting titles that are not of the highest quality. This process ensures that the reader of one of Trieste Publishing's titles receives a volume that faithfully reproduces the original, and to the maximum degree possible, gives them the experience of owning the original work.We pride ourselves on not only creating a pathway to an extensive reservoir of books of the finest quality, but also providing value to every one of our readers. Generally, Trieste books are purchased singly - on demand, however they may also be purchased in bulk. Readers interested in bulk purchases are invited to contact us directly to enquire about our tailored bulk rates."
44335309,5442509,La malquerida: Drama en tres actos y en prosa,0274682958,9780274682959,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552417812l/44335309._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552417812l/44335309._SX50_.jpg,2018,8,2,,Wentworth Press,false,68891536,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37599025,5442509,Lecciones de Buen Amor: Comedia En Tres Actos (Classic Reprint),0282186077,9780282186074,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526268186l/37599025._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526268186l/37599025._SX50_.jpg,2018,4,28,,Forgotten Books,false,59207057,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Lecciones de Buen Amor: Comedia en Tres Actos<br /><br />Don Eugenio pregunta por el senor; desea verle con urgencia. Le dije que no sabia si estaba usted en casa.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
49642305,5442509,El Príncipe que todo lo aprendió en los libros,1881740544,9781881740544,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73186961,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],
33914425,5442509,Las Cigarras Hormigas: Juguete C�mico En Tres Actos (Classic Reprint),024300768X,9780243007684,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553487495l/33914425._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553487495l/33914425._SX50_.jpg,2019,1,24,,Forgotten Books,false,54880147,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Las Cigarras Hormigas: Juguete Comico en Tres Actos<br /><br />Es que si vamos a estorbarnos, ahora nos otros paramos en la escalera y no pasais vosotros, como no pasamos antes nosotros.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
46193419,5442509,Noches de verano,1373812117,9781373812117,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,29,,Wentworth Press,false,71156883,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37051594,5442509,"Teatro, Vol. 10: Richelieu, La Princesa Beb�, No Fumadores (Classic Reprint)",026563508X,9780265635087,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515263751l/37051594._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515263751l/37051594._SX50_.jpg,2018,5,6,,Forgotten Books,false,58884244,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 10: Richelieu, la Princesa Bebe, No Fumadores<br /><br />En mi poder el convenio ultimado. Solo falta nuestra firma. Tan pronto como le sea enviado al duque de Bouillon, y juntamente nuestro pacto con el Conde Duque, el Richelieu del Escorial, el Duque unira sus tro pas con las espanolas y marchara hacia. Paris. El Rey sera destronado; vos sereis nombrado Regente; vosotros y yo, senores, formaremos el nuevo Consejo. He aqui lo mas importante de nuestro plan.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
11387663,5442509,Teatro: Don Juan. La Farandula. La Comida De Las Fieras. Teatro Feminista,1142867676,9781142867676,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,1,6,,Nabu Press,false,16319637,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,1,11,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
37012737,5442509,"Teatro, Vol. 15: La Princesa Sin Coraz�n; El Amor Asusta; La Copa Encantada; Los Ojos de Los Muertos (Classic Reprint)",0259347450,9780259347453,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544269733l/37012737._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544269733l/37012737._SX50_.jpg,2018,12,1,,Forgotten Books,false,58863766,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 15: La Princesa Sin Corazon; El Amor Asusta; La Copa Encantada; Los Ojos de los Muertos<br /><br />La ofrecen tesoros. La torre de plata que el Rey construyera, la torre, hundida tan hondo como alta se eleva hasta el cielo, no basta a guar darlos tesoros que ofrecen las hadas a nuestra Princesa.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39916160,5442509,"Rosas de Oto�o, Comedia En Tres Actos; La Honra de Los Hombres, Comedia En DOS Actos (Classic Reprint)",0365971383,9780365971382,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524529680l/39916160._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524529680l/39916160._SX50_.jpg,2018,4,19,,Forgotten Books,false,61780888,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Rosas de Oto�o, Comedia en Tres Actos; La Honra de los Hombres, Comedia en Dos Actos<br /><br />Isabel - Para las siete y media, media hora quede costumbre; tambi�n en obsequio a los _de como all� se come m�s temprano... Arenales se desc r� a las nueve, y la francesa tendr� motivo para que aqu� estamos muy mal educados.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39361165,5442509,"Biblioteca Teatro Mundial, Vol. 4: Nos. 31-40 (Classic Reprint)",0364735368,9780364735367,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522235090l/39361165._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522235090l/39361165._SX50_.jpg,2018,5,5,,Forgotten Books,false,61029529,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Biblioteca Teatro Mundial, Vol. 4: Nos. 31-40<br /><br />Pues no hay duda de que la suya, sobre todo, la defendi� muy bien. �y qu� le trae a usted por aqui todav�a, don Amaro? �c�mo todavia? �tu crees que yo s�lo ve niaa esta casa cuando estaba ligado por_ _intereses comunes con tu se�orito? Antes al contrario: entonces era cuando ven�a, bien a mi pesar, con el reconcomio siem pre de que mis visitas parecieran interesa das y molestas. Pero ahora no; ahora no: proceden de mi amistad, de mi que ya no es inter�s, vamos, el inter�s de antes.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37527901,5442509,El Marido de Su Viuda: Comedia En Un Acto (Classic Reprint),0332487024,9780332487021,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527193068l/37527901._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527193068l/37527901._SX50_.jpg,2018,4,28,,Forgotten Books,false,59132570,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from El Marido de Su Viuda: Comedia en un Acto<br /><br />Amigo Zurita; muy amable en haber acudi do tan pronto. Yo no s� c�mo corresponder a sus atenciones.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39914837,5442509,El Tren de Los Maridos: Juguete C�mico En DOS Actos y En Prosa (Classic Reprint),0365877158,9780365877158,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524445521l/39914837._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524445521l/39914837._SX50_.jpg,2018,4,19,,Forgotten Books,false,61779610,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from El Tren de los Maridos: Juguete C�mico en Dos Actos y en Prosa<br /><br />Nunca ha sucedido aqui eso. Todo es desde que esa gente lee peri�dicos. Antes ven�an �a ofrecerle a una de todo.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
46190063,5442509,Al natural: Comedia en dos actos y en prosa,1360185186,9781360185187,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,24,,Wentworth Press,false,71153819,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37743199,5442509,La Se�orita Se Aburre: Comedia En Un Acto Basada En Una Poes�a de Tennyson (Classic Reprint),0484368494,9780484368490,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527387522l/37743199._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527387522l/37743199._SX50_.jpg,2018,5,6,,Forgotten Books,false,59363996,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Se�orita Se Aburre: Comedia en un Acto Basada en una Poes�a de Tennyson<br /><br />N o, no mientas; el �tro d�a estabais s�l�s. �solos? �nunca! Con Miss Bell, la dama de c�mpa��a.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41998025,5442509,"La Princesa Beb�: Escenas de la Vida Moderna, Divididas En Cuatro Actos (Classic Reprint)",0428941095,9780428941093,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,21,,Forgotten Books,false,65536413,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Princesa Beb� Escenas de la Vida Moderna, Divididas en Cuatro Actos<br /><br />P. Alex. �y llevar� uniforme con coraza y todo? �y el a�o que viene sere teniente como Mauricio?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41991856,5442509,"Teatro, Vol. 33: La Noche Iluminada; Y Va de Cuento (Classic Reprint)",0366898493,9780366898497,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,18,,Forgotten Books,false,65530270,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 33: La Noche Iluminada; Y Va de Cuento<br /><br />Mejor ser�a El sue�o de una noche de verano. Son ustedes infatigables. �saben ustedes qu� hora es? Las doce y media... Si a esto llaman ustedes hacer vida de campo.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
11641688,5442509,"Los cachorros: comedia en tres actos, en prosa",,2940031578360,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,true,16585631,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1918,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],
41998028,5442509,"La Princesa Beb�: Escenas de la Vida Moderna, Divididas En Cuatro Actos (Classic Reprint)",0428942954,9780428942953,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,21,,Forgotten Books,false,65536416,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Princesa Beb� Escenas de la Vida Moderna, Divididas en Cuatro Actos<br /><br />P. Alex. �y llevar� uniforme con coraza y todo? �y el a�o que viene sere teniente como Mauricio?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
34641264,5442509,"Teatro, Vol. 5: La Gobernadora, E, El Primo Rom�n (Classic Reprint)",0243942966,9780243942961,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490190950l/34641264._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490190950l/34641264._SX50_.jpg,2018,4,28,,Forgotten Books,false,55802273,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 5: La Gobernadora, E, el Primo Roman<br /><br />Ya lo se. Pero no es cosa de indisponerse con las senoras que han formado una Junta; ya lo sabes, presi dida por el senor Obispo, que tanto me ha distinguido siempre.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39914848,5442509,Una Pobre Mujer: Drama En Tres Actos (Classic Reprint),0365885169,9780365885160,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524464507l/39914848._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524464507l/39914848._SX50_.jpg,2018,4,19,,Forgotten Books,false,61779620,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Una Pobre Mujer: Drama en Tres Actos<br /><br />Eso es verdad. �a qu� tenia ella que entrar en el gabinete? No, si yo estoy persuadida de que ha sido ella; pero la veo llorar y la oigo decir unas cosas, que aunque fuera una de El disgusto que yo tengo no lo vale ella ni treinta como ella. �jes�s, Jes�s; calentura me ha dado!<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41852992,5442509,"La Noche Iluminada: Comedia de Magia En Tres Actos Y En Prosa; Estrenada En El Teatro Fontalba, de Madrid, En La Tarde del 22 de Diciembre de 1927 (Classic Reprint)",1391956400,9781391956404,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,6,,Forgotten Books,false,65336998,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Noche Iluminada: Comedia de Magia en Tres Actos y en Prosa; Estrenada en el Teatro Fontalba, de Madrid, en la Tarde del 22 de Diciembre de 1927<br /><br />Julieta. Los Estatutos de nuestra Compa��a proh�ben toda preferencia amorosa: camaradas, todos camaradas, sin distinci�n de sexos.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
