id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
36950520,599498,Om svenskarnas lynne,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581095033l/36950520._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581095033l/36950520._SX50_.jpg,,,,,,false,58749152,1,4,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,1,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],
17971990,599498,Nordiske nobelpristagere,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369335340l/17971990._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369335340l/17971990._SY75_.jpg,,,,dan,Carit Andersens Forlag,false,25193597,1,4,9,3,1,5:0|4:1|3:1|2:1|1:0|total:3,,,,3.00,3,1,"['648081', '4551622', '18317', '599498', '1545124', '89330', '38266', '8875', '539149', '8440864', '4203']","['Bjørnstjerne Bjørnson', 'Karl Gjellerup', 'Knut Hamsun', 'Verner von Heidenstam', 'Johannes V. Jensen', 'Pär Lagerkvist', 'Selma Lagerlöf', 'Halldór Laxness', 'Henrik Pontoppidan', 'Frans Emil Sillanpää', 'Sigrid Undset']","['3.38', '3.88', '4.00', '3.16', '3.74', '3.80', '3.85', '3.97', '4.18', '3.42', '4.17']","['7103022', '3145564', '7103023', '278887']","['Christian Westergård-Nielsen', 'Per Lange', 'Kjel Elfelt', 'Bent Nielsen']","['3.00', '3.42', '3.00', '4.00']",
13630686,599498,Hans Alienus,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1892,,,,Bonnier,false,19238664,2,13,9,3,0,5:1|4:0|3:1|2:0|1:1|total:3,1892,,,3.00,3,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],
3156523,599498,A King And His Campaigners,0548490945,9780548490945,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407709521l/3156523._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407709521l/3156523._SX50_.jpg,2007,9,12,,Kessinger Publishing,false,3188222,9,13,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,1902,1,1,4.00,1,0,['599498'],['Verner von Heidenstam'],['3.16'],['3015399'],['Axel Tegnier'],['4.00'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
22725025,599498,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
13324291,599498,Svenskarna och deras hövdingar: berättelser for unga och gamla,1172626340,9781172626342,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,10,28,,Nabu Press,false,18531070,6,13,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2010,10,28,3.50,1,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
18489022,599498,NOBEL PRIZE LIBRARY HEIDENSTAM 1916,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379192250l/18489022._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379192250l/18489022._SX50_.jpg,1970,,,eng,CRM,false,26171465,1,2,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1970,1,1,3.00,2,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],POEMS<br />THE CHARLES MEN
15821606,599498,The Masterpiece Library of Short Stories: The Thousand Best Complete Tales of all Times and all Countries: Volume XIX: Scandinavian and Dutch & Volume XX: The War,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344686111l/15821606._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344686111l/15821606._SX50_.jpg,,,,eng,The Educational Book Company,false,21551002,2,17,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['3022516', '815240', '1156563', '87694', '440587', '3472976', '648081', '59158', '4091639', '4852522', '58886', '6467053', '6815', '1133234', '6467054', '6467055', '865948', '5138503', '6467056', '6467057', '6467058', '6467059', '5345605', '6467060', '6467061', '5980133', '361815', '1970115', '2939331', '2874316', '3073', '837276', '5466073', '9172', '749786', '81433', '6467062', '1292634', '1643354', '3342588', '265210', '1720418', '156858', '33546', '343959', '38266', '6467063', '599498', '1386896', '6378', '6467064']","['John Alexander Hammerton', 'Fredrika Bremer', 'Holger Drachmann', 'Jens Peter Jacobsen', 'Herman Bang', 'Henrik Steffens', 'Bjørnstjerne Bjørnson', 'Jonas Lie', 'Alexander L. Kielland', 'Jacob Ahrenberg', 'Juhani Aho', 'D.S. Meldrum', 'August Strindberg', 'Justus Van Effen', 'Nicholas Beets', 'Conrad Busken-Huet', 'Ina Boudier-Bakker', 'Johan de Meester', 'Wally Moss', 'Emma van Burg', 'Anna van Gogh-Kaulbach', 'Conrad van der Liede', 'Johanna van Woude', 'Daniel Fallström', 'A.S.C. Sergeant', 'Harold Ashton', 'F. Britten Austin', 'John Ayscough', 'Bartimeus', 'H.F. Prevost Battersby', 'John Buchan', 'Boyd Cable', 'Basil Fulford Lowther Clarke', 'Lord Dunsany', 'Gustaf af Geijerstam', 'Edgar Wallace', 'Gilbert Franhau', 'Hamilton Fyfe', 'Crosbie Garstin', 'James Hodson', 'Innes Logan', 'David Lyall', 'Patrick MacGill', 'Arthur Machen', 'Stephen McKenna', 'Selma Lagerlöf', 'R. Mackensie', 'Verner von Heidenstam', 'Per Hallström', 'Hans Christian Andersen', 'Meyer Aron Goldschmidt']","['3.47', '3.29', '4.11', '3.86', '3.49', '4.00', '3.38', '3.66', '3.75', '4.00', '3.31', '5.00', '3.53', '3.08', '5.00', '5.00', '3.60', '3.08', '5.00', '5.00', '4.33', '5.00', '2.67', '3.60', '5.00', '3.80', '3.70', '4.00', '3.71', '5.00', '3.66', '3.67', '3.69', '3.89', '3.70', '3.52', '5.00', '3.83', '4.30', '4.00', '4.33', '5.00', '4.04', '3.89', '3.89', '3.85', '5.00', '3.16', '4.08', '4.12', '5.00']",[],[],[],"20 v. in 10<br /><br />Contents:	v. 1. Early stories -- v. 2. Italian -- v. 3-5. French -- v. 6. French and Belgian -- v. 7-9. English -- v. 10. Scottish -- v. 11. Irish and Overseas -- v. 12. Russian -- v. 13. Russian, etc. -- v. 14-16. American -- v. 17. Old German -- v. 18. Spanish and Portuguese -- v. 19. Scandinavian and Dutch -- V. 20. The War.<br /><br />Selected by an international board of eminent critics &amp; edited by Sir J.A. Hammerton."
52196011,599498,Sverige - sånger i samfundet Manhem,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73004315,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1935,,,4.00,1,0,"['6767856', '19136707', '3407916', '3068993', '18719170', '599498', '17201718', '19487694', '19487695']","['Carl-Ernfrid Carlberg', 'Richard Dybeck', 'Arvid August Afzelius', 'Gustaf Fröding', 'Bernhard Crusell', 'Verner von Heidenstam', 'Elisabet Björklund', 'T. Wernander', 'N.-M. Folcke']","['3.14', '4.00', '3.67', '3.56', '4.00', '3.16', '4.00', '4.00', '4.00']",[],[],[],
10931906,599498,The Charles Men Volume 2,1151962651,9781151962652,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355086714l/10931906._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355086714l/10931906._SX50_.jpg,2012,7,4,,Rarebooksclub.com,false,33923575,7,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1897,,,4.00,0,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],"Volume: 2 Publisher: New York: The American-Scandinavian Foundation; etc., etc.] Publication date: 1920 Subjects: Charles XII, King of Sweden, 1682-1718 Sweden -- History Charles XII, 1697-1718 Fiction Notes: This is an OCR reprint. There may be typos or missing text. There are no illustrations or indexes. When you buy the General Books edition of this book you get free trial access to Million-Books.com where you can select from more than a million books for free. You can also preview the book there."
7833778,599498,The Soothsayer (1919),1120929342,9781120929341,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355132121l/7833778._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355132121l/7833778._SX50_.jpg,2010,1,29,,Kessinger Publishing,false,10904617,7,5,4,2,1,5:0|4:0|3:0|2:2|1:0|total:2,2010,1,29,2.00,2,1,['599498'],['Verner von Heidenstam'],['3.16'],['3399089'],['Karoline M. Knudsen'],['2.33'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
25339789,599498,När kastanjerna blommade - minnen från Olshammar,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1941,,,swe,Albert Bonniers Förlag,false,45077136,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1941,1,1,3.00,1,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],"När kastanjerna blommade är den titel som Heidenstam gav åt den första volymen i sina planerade memoarer - den enda som blev skriven. Den förelåg vid hans död, visserligen icke i fullbordat skick, men dock utförd i sina huvuddrag, och denna diktarens egen skildring av sin barndom, av släktminnena och av miljön på Olshammar, framlägges härmed för den svenska allmänheten."
7833777,599498,The Birth Of God (1920),1120871913,9781120871916,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355128127l/7833777._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355128127l/7833777._SX50_.jpg,2010,1,29,,Kessinger Publishing,false,10904616,12,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2010,1,29,3.00,1,0,['599498'],['Verner von Heidenstam'],['3.16'],['3399089'],['Karoline M. Knudsen'],['2.33'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
24162470,599498,Skogen susar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420877576l/24162470._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420877576l/24162470._SY75_.jpg,1904,,,swe,Albert Bonniers Förlag,false,43751479,1,6,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1904,,,3.00,1,1,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],"Sagor och berättelser. Innehåll:<br />Drottning Omna<br />Kettil Runske och snokarna<br />Katarina Jagellonicas död<br />Vid gränsstenen<br />Lasse Lucidors död<br />Hemvandrande Karoliner<br />Brassebonden<br />Bruksherrn<br />Lek och liknelser: <i>Gossen, som lärde sig att leva på statens bekostnad; Min herre, jag litar på er ridderlighet; Filemon och Baukis; Djurens Messias; Hösåtarna; Humlemumle; Vokalernas vandring; Hyläsauros; Filosofen på äventyr</i><br />Herakles"
30807223,599498,Texter i urval,9198309250,9789198309256,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472711438l/30807223._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472711438l/30807223._SY75_.jpg,2016,7,1,swe,Motgift,false,51394043,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['599498', '6878612', '5625533']","['Verner von Heidenstam', 'Olof Flodaeus', 'Magnus Söderman']","['3.16', '2.67', '2.93']",[],[],[],"Verner von Heidenstam blev berövad sin stor- het, då vänstern inte önskade se en enande gestalt för folket. Hans minne har emellertid vårdats av de nationella. När kulturkampen nu börjat svänga till de nationellas favör igen och en nästan sekels lång vänsterhegemoni snart är till ända, så är det vår fosterländska plikt att åter lyfta upp våra inhemska föregångsmän. Därför är det dags att åter upphöja Heidenstam till sin rättmätiga plats som en av Nordens största söner."
49236514,599498,Paradisets timma och andra dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576344005l/49236514._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576344005l/49236514._SY75_.jpg,1969,,,swe,Albert Bonniers förlag,false,74686003,1,4,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1969,,,2.00,1,0,"['599498', '8307097', '13499196']","['Verner von Heidenstam', 'Sven Lindner', 'Olle Holmberg']","['3.16', '3.67', '3.20']",[],[],[],
23547954,599498,Ur Verner von Heidenstams diktning,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415784651l/23547954.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415784651l/23547954._SX50_.jpg,1967,,,swe,Bonniers,false,43147429,1,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1967,,,2.00,1,0,"['599498', '97177', '9846340']","['Verner von Heidenstam', 'Örjan Lindberger', 'Nils Sylvan']","['3.16', '3.00', '2.00']",[],[],[],
36187034,599498,Sista Dikter,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1942,,,swe,Albert Bonniers Förlag,false,57809880,1,0,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['599498'],['Verner von Heidenstam'],['3.16'],[],[],[],
