id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
41045146,119735,Südame ajalugu,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533415499l/41045146._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533415499l/41045146._SY75_.jpg,1978,,,est,Perioodika,false,64082317,1,4,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,0,['119735'],['Vicente Aleixandre'],['3.92'],['4969838'],['Jüri Talvet'],['3.90'],
36389647,119735,Obras Conpletas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507681254l/36389647._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507681254l/36389647._SX50_.jpg,1968,,,spa,,false,58080672,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
36411002,119735,Poesía completa: Edición de Alejandro Sanz,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58106179,1,8,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
44011295,119735,De Nobel a novel,,9788467051773,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68424894,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
40665902,119735,Nombre escondido. (Antología esencial 1928-1984). Selección y prólogo de Alejandro Duque Amusco.,8484724670,9788484724674,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,63216627,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
32873854,119735,Poésie totale,2070298310,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478304843l/32873854._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478304843l/32873854._SY75_.jpg,1977,,,fre,Gallimard,false,53482437,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
38908835,119735,Los encuentros,8433502451,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520019062l/38908835._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520019062l/38908835._SX50_.jpg,1977,,,spa,Labor,false,60466117,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
3834139,119735,Prosas Recobradas (Plaza & Janes literaria),8401381134,9788401381133,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3878929,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1986,1,,4.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
13515634,119735,Poeci nobliści 1901-1993,8386086084,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,,Anagram,false,19072201,1,4,4,2,0,5:0|4:0|3:1|2:0|1:1|total:2,1994,1,1,2.00,2,0,"['119735', '2147', '39087', '648081', '11563', '14167341', '570804', '5807714']","['Vicente Aleixandre', 'Ivo Andrić', 'Miguel Ángel Asturias', 'Bjørnstjerne Bjørnson', 'Joseph Brodsky', 'Ivan Alekseyevich Bunin', 'Giosuè Carducci', 'Rene Sully Proudhomme']","['3.92', '4.31', '3.87', '3.38', '4.25', '4.05', '3.54', '2.00']",[],[],[],
43477763,119735,Desamor (poemas),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776082l/43477763._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776082l/43477763._SX50_.jpg,2013,,,spa,Alicante : Biblioteca Virtual Miguel de Cervantes,true,67615657,1,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1949,,,4.00,1,1,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],"Originally published in ""Cuadernos Hispanoamericanos"", no. 8 (March-April 1949), pp. 313-318"
23605103,119735,Poemas Varios [1927-1967],,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,Seix Barral,false,43206692,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
43477794,119735,No todo es mar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776044l/43477794._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776044l/43477794._SX50_.jpg,2016,,,spa,Alicante : Biblioteca Virtual Miguel de Cervantes,true,67615693,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2014,,,4.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],"Originally published in ""Campo de Agramante: revista de literatura"", no. 20 (spring-summer 2014), pp. 5-8"
4999584,119735,The Crackling Sun,8471432277,9788471432278,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464713241l/4999584._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464713241l/4999584._SY75_.jpg,,,,,,false,5066104,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1981,9,23,3.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],['292461'],['Louis Bourne'],['3.00'],"The Crackling Sun includes 100 poems translated from poems in all 13 books of the 1977 Spanish Nobel Prize winner Vicente Aleixandre whom the translator knew personally and consulted on several occasions. It also has a lengthy introduction of some 75 pages explaining the evolution of his several styles, particularly the surrealist mode. The book is presently in 139 libraries in the U.S."
43482307,119735,El poeta canta por todos (antología poética),,9788496337503,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546811566l/43482307._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546811566l/43482307._SX50_.jpg,2007,,,spa,Fundación Málaga,false,67624556,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['119735', '345186']","['Vicente Aleixandre', 'Daniel Murphy']","['3.92', '3.58']",[],[],[],"Selección de poemas del escritor sevillano Vicente Alexiandre, abarcando su trayectoria literaria desde sus inicios en 1928 con 'Ámbito', publicado en la malagueña revista Litoral."
45188323,119735,Espadas como labios. La destrucción o el amor .,8497407040,9788497407045,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,69911688,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
2816945,119735,The Cave of Night,0686212754,9780686212751,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2842878,2,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
46127460,119735,Antología personal,8498950457,9788498950458,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71056340,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
35665916,119735,Mundo a solas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499941473l/35665916._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499941473l/35665916._SX50_.jpg,,,,,,false,57126248,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
42105493,119735,Geschichte des Herzens,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538340355l/42105493._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538340355l/42105493._SX50_.jpg,1978,,,ger,Coron-Verlag,false,65678373,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['119735', '2879882']","['Vicente Aleixandre', 'Günter Scholz']","['3.92', '2.50']",[],[],[],
15370967,119735,Poemas Amorosos,0828870241,9780828870245,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21027014,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['6297599', '119735']","['Aleixandre', 'Vicente Aleixandre']","['3.67', '3.92']",[],[],[],
15480082,119735,Album: Versos de Juventud,8472236919,9788472236912,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793525l/15480082._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793525l/15480082._SY75_.jpg,1993,1,1,spa,TusQuets,false,21136467,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1993,1,1,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
21881036,119735,Poesías selectas 1924-1943,8447321134,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,spa,RBA,false,41173392,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2001,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
848179,119735,Dali: El Pan,8472236811,9788472236813,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,833694,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2002,1,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
1914282,119735,"Cartas de Vicente Aleixandre a Jose Antonio Munoz Rojas, (1937-1984)",8481916455,9788481916454,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793827l/1914282._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793827l/1914282._SX50_.jpg,,,,,,false,1916286,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
49534661,119735,Poemas Escogidos,8422609673,9788422609674,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73171883,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
43477810,119735,Cartas inéditas de Vicente Aleixandre,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776306l/43477810._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546776306l/43477810._SX50_.jpg,2017,,,spa,Alicante : Biblioteca Virtual Miguel de Cervantes,true,67615714,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],"Originally published in ""Cuadernos Hispanoamericanos"", no. 559 (January 1997), pp. 7-28"
36447865,119735,In een weids domein,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508529393l/36447865._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508529393l/36447865._SX50_.jpg,1978,,,nl,Meulenhoff,false,58150628,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],"Een eerste keuze in Nederlandse vertaling uit de poezie van de Spaanse dichter Vicente Aleixandre, die in 1977 met de Nobelprijs voor Literatuur werd onderscheiden. Uit deze selectie, die voortreffelijk werd vertaald en van een nawoord werd voorzien door J. Lechner, wordt zonder meer duidelijk dat Aleixandre behoort tot de grote Spaanse dichters van deze eeuw. De schoonheid van het lichaam, liefde en dood zijn de belangrijkste thema's in deze poezie. In de vertalingen is het eigen karakter van deze gedichten geheel behouden gebleven. Mede door het nawoord en de beknopte bio- en bibliografische gegevens krijgt men een goede indruk van de betekenis van deze dichter."
8403173,119735,Gesicht hinter Glas.,3596222559,9783596222551,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487002039l/8403173._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487002039l/8403173._SY75_.jpg,,,,ger,,false,13263343,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
5116825,119735,Sonido de La Guerra,8471990733,9788471990730,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,5183610,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1978,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
50251090,119735,Insiktens dialoger,9100453706,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577979171l/50251090._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577979171l/50251090._SY75_.jpg,1981,,,swe,,false,75160951,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1974,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],Vicente Aleixandre var en av de största namnen i den moderna spanska lyriken. Han erhöll Nobelpriset 1977.
5022074,119735,Cartas A Jaime Siles (1969 1984) (Coleccion Estudios Del 27) (Spanish Edition),8477857768,9788477857761,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464713487l/5022074._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464713487l/5022074._SX50_.jpg,,,,,,false,5088655,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
43352896,119735,Antología: verso y prosa,8432000817,9788432000812,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67324205,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
46223640,119735,Los Encuentros/Encounters (Selecciones Austral),8423921417,9788423921416,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71199267,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
5702635,119735,Correspondencia A La Generacin̤ Del 27: (1928 1984),849740002X,9788497400022,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793735l/5702635._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793735l/5702635._SX50_.jpg,2002,,,,Continental Book Co,false,5874201,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
43311599,119735,Spade come labbra. La distruzione o amore. Poesie della consumazione,8802044619,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545487236l/43311599._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545487236l/43311599._SX50_.jpg,1991,,,ita,UTET,false,67215127,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
25885622,119735,De Nobel a novel: Epistolario inédito de Vicente Aleixandre a Miguel Hernández y Josefina Manresa,8467044241,9788467044249,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436562754l/25885622._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436562754l/25885622._SY75_.jpg,2015,6,2,spa,Espasa,false,45764609,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,6,2,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],"Quien encuentra un amigo encuentra un tesoro, reza el Eclesiastés. Vicente Aleixandre, nuestro último poeta Premio Nobel, amasó, con amor y sin esfuerzo, una riqueza sin igual a lo largo de sus 86 años de existencia. Aleixandre profesó una amistad fraternal y cómplice con el poeta oriolano, una amistad basada en la dignidad ética y literaria. Nada cuesta imaginar al sevillano vaticinando ante el novel poeta Miguel Hernández: «Yo adivino en ti al escritor que escribe saturado de futuro. Tuyo es el porvenir». Y así fue. Pero lo fue porque Aleixandre – consejando honrada y discretamente a Josefina Manresa, viuda de Hernández, y previendo que Miguel era de esos escritores, primero, personas, y, después, poetas de la misma estirpe dehonestidad– logró que el poeta del pueblo no desapareciera en el olvido del largo túnel franquista y que su obra fuera creciendo en valor merced a sus pesquisas y desvelos por proteger, reconstruir, recopilar, ordenar y fijar la poesía del oriolano. Para el prestigio como poeta del que Miguel Hernández goza dichosamente hoy y para el estreno de la difusión internacional fue imprescindible una figura de talla tan hondamente humana como la de Vicente Aleixandre.La estrecha relación de hermanos, amigos y la de guía literario que supuso la magnífica poesía de Aleixandre para Miguel Hernández permitieron a ambos «estar en el secreto» de sus vidas. Las cartas de Aleixandre a Miguel Hernández y a Josefina Manresa nos proporcionan interesantísimas claves humanas para disfrutar de afectos tan íntimos como poco difundidos. Estamos ante un ejemplo de vida, ante una amistad más allá de la muerte y ante un epistolario que abarca cincuenta años (1935-1984) de nuestra más reciente historia."
42845972,119735,PROSA. NA-450.,8423974502,9788423974504,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66609287,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
1914292,119735,Epistolario,8420631752,9788420631752,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793683l/1914292._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464793683l/1914292._SX50_.jpg,,,,spa,,false,1916296,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['119735'],['Vicente Aleixandre'],['3.92'],[],[],[],
3175420,119735,Picasso,8470750615,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380740145l/3175420._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380740145l/3175420._SX50_.jpg,1977,,,,,false,3207936,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1977,,,0.00,0,0,"['54952', '119735', '1200846', '211482', '1082542', '55056', '335565', '7776634', '3329460']","['Rafael Alberti', 'Vicente Aleixandre', 'José Camón Aznar', 'Gerardo Diego', 'Juan Antonio Gaya Nuño', 'Ricardo Gullón', 'Enrique Lafuente Ferrari', ""Eugenio d'Ors"", 'Guillermo de Torre']","['3.79', '3.92', '0.0', '3.72', '2.57', '3.82', '3.50', '3.45', '3.94']",[],[],[],"Catálogo de la exposición «Picasso» celebrada entre septiembre y noviembre de 1977 en la Fundación Juan March, Madrid."
25337597,119735,Epistolario entre Max Aub y Vicente Aleixandre,,9788484725404,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428714643l/25337597._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428714643l/25337597._SX50_.jpg,2014,12,29,spa,Editorial Renacimiento,false,45074444,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,12,29,0.00,0,0,"['38721', '119735', '6249324']","['Max Aub', 'Vicente Aleixandre', 'Xelo Candel Vila']","['3.80', '3.92', '0.0']",[],[],[],"En el Archivo-Biblioteca de la Fundación Max Aub de Segorbe se conservan 64 cartas que Vicente Aleixandre y Max Aub intercambiaron entre el 20 de febrero de 1958 y el 13 de junio de 1971. La importancia de este epistolario radica en que ambos escritores, representativos del exilio exterior e interior respectivamente, sin haber compartido las claves poéticas vanguardistas en el escenario de la España de anteguerra, consiguieron con los años confluir en un momento crucial para el cambio hacia una poesía más afín al carácter realista. Desde México, Aub enviaba a Aleixandre los libros que iba publicando y este respondía desde Madrid con los suyos. Ambos coincidieron en un común ideal estético que los llevó a volver la mirada hacia escritores como Juan Ramón Jiménez, Antonio Machado o Unamuno. Uno de los proyectos más importantes que ambos autores iniciaron fue la publicación de la revista Los Sesenta, en cuyo consejo de redacción figuraban Dámaso Alonso y Rafael Alberti, entre otros. También colaboraron en revistas como Cuadernos Americanos, Excelsior o Ínsula, compartieron impresiones sobre la poesía de los autores más jóvenes e intercambiaron reflexiones sobre autores de diverso signo, desde Bergamín hasta Ortega, pasando por Buñuel, Lorca o Picasso. En definitiva, se trata de un epistolario imprescindible para entender no sólo la evolución de Aub y Aleixandre, sino para apreciar mejor una etapa fundamental de nuestra historia literaria. Los libros de poesía publicados por Max Aub (París, 1903-Ciudad de México, 1972) abarcan momentos decisivos en el contexto poético español del siglo XX: Los poemas cotidianos (1925), A (1933), Diario de Djelfa (1944 y 1970), Antología traducida (1963 y 1972), Versiones y subversiones (1971), Subversiones (1971) e Imposible Sinaí (1982) parten de la emergencia de la vanguardia, pasan por el desarrollo de una poética realista, hasta llegar a momentos de encrucijada en los que apuesta claramente por una poética de integración. También Vicente Aleixandre (Sevilla, 1898-Madrid, 1984), conocido poeta de la generación del 27, quiso tras la guerra civil española evolucionar en su poesía sin renunciar a ninguna de las lecciones aprendidas de las vanguardias. Su libro Historia del corazón (1954) está escrito, según dice, “lejos de los cánones estéticos de la vanguardia y más acorde con la emergente poesía de raigambre realista”. Los libros publicados en el periodo que ocupan las cartas –Ciudad del Paraíso (1960), Poesías completas (1960), En un vasto dominio (1962), Retratos con nombre (1965), Poemas de la consumación (1968) y Poesía surrealista (1971)– fueron recibidos con entusiasmo por Max Aub en México."
45451859,119735,I poeti del Ventisette,883179566X,9788831795661,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556980696l/45451859._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556980696l/45451859._SY75_.jpg,2008,10,,ita,Marsilio editori,false,70219503,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['34810', '1725418', '211482', '44150', '54952', '119735', '136719', '1316024', '41668', '4620250', '19125959']","['Pedro Salinas', 'Jorge Guillén', 'Gerardo Diego', 'Federico García Lorca', 'Rafael Alberti', 'Vicente Aleixandre', 'Luis Cernuda', 'Emilio Prados', 'Manuel Altolaguirre', 'Dámaso Alonso', 'Maria Rosso']","['4.24', '3.83', '3.72', '3.98', '3.79', '3.92', '4.11', '3.67', '3.78', '3.81', '0.0']",[],[],[],
52086404,119735,Spanien i mitt hjärta,,9789198536218,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73508199,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['8100572', '34610', '44150', '527954', '54952', '1316024', '19587704', '119735', '72585', '491237', '292294', '727945']","['Thomas Almqvist', 'Antonio Machado', 'Federico García Lorca', 'Miguel Hernández', 'Rafael Alberti', 'Emilio Prados', 'Gabriel Celaya', 'Vicente Aleixandre', 'León Felipe', 'Blas de Otero', 'José Agustín Goytisolo', 'Carlos Bousoño']","['0.0', '4.05', '3.98', '4.21', '3.79', '3.67', '0.0', '3.92', '4.11', '3.91', '4.11', '3.83']",[],[],[],"Elva spanska poeter presenteras här i ett personligt urval och översättning av bibliotekarien och kritikern Thomas Almqvist. Varje poet presenteras genom en introducerande text och cirka fem till tio dikter som ofta kretsar kring<br />teman som kriget, kärleken och döden, men här finner läsaren också dikter om längtan till havet och naturen, om kamp och uppror. <br />Flera av poeterna tillhörde den legendariska Generation 27. Tre av dessa elva dog som martyrer under eller strax efter spanska inbördeskriget 1936-1939 - Lorca, Hernández och Machado, medan de andra fängslades eller tvingades i landsflykt. Några av poeterna är tidigare översatta till svenska och presenterade i fylliga urval, som Lorca och Rafael Alberti. Men här finns även flera nya och intressanta bekantskaper, som den alltför tidigt bortgångne Miguel Hernadez och Carlos<br />Bousoño"
